时间	设备名称	片上时间()	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(?t)	磁场Y(?t)	磁场Z(?t)	温度(℃)	电量()	信号()	版本号()
15:48:30.588	WT5500002992(2).wplay	2024-10-8 15:15:14.415	0.011	0.997	-0.041	0.000	0.000	0.000	92.351	-0.610	147.881	80.469	-57.910	131.934	40.0	3.67	-62	13011
15:48:30.589	WT5500002992(2).wplay	2024-10-8 15:15:14.493	0.008	0.998	-0.041	0.000	0.000	0.000	92.351	-0.610	147.881	80.371	-57.520	131.641	40.1	3.67	-62	13011
15:48:30.590	WT5500002992(2).wplay	2024-10-8 15:15:14.615	0.011	0.004	1.006	0.000	0.000	0.000	0.187	-0.461	135.472	93.359	-95.117	-27.539	39.6	3.72	-56	13011
15:48:30.590	WT5500002992(2).wplay	2024-10-8 15:15:14.593	0.008	0.998	-0.042	0.000	0.000	0.000	92.351	-0.610	147.876	80.273	-57.617	131.152	40.1	3.67	-62	13011
15:48:30.603	WT5500002992(2).wplay	2024-10-8 15:15:14.793	0.008	0.003	1.006	0.000	0.000	0.000	0.187	-0.461	135.472	93.359	-95.312	-27.441	39.6	3.72	-56	13011
15:48:30.620	WT5500002992(2).wplay	2024-10-8 15:15:14.915	0.011	0.003	1.006	0.000	0.000	0.000	0.187	-0.461	135.472	93.359	-95.215	-27.344	39.6	3.72	-54	13011
15:48:30.620	WT5500002992(2).wplay	2024-10-8 15:15:14.993	0.008	0.998	-0.041	0.000	0.000	0.000	92.351	-0.610	147.876	80.371	-57.520	131.543	40.0	3.67	-62	13011
15:48:30.621	WT5500002992(2).wplay	2024-10-8 15:15:15.15	0.010	0.003	1.005	0.000	0.000	0.000	0.187	-0.461	135.478	93.262	-95.312	-27.539	39.6	3.72	-54	13011
15:48:30.644	WT5500002992(2).wplay	2024-10-8 15:15:15.115	0.011	0.999	-0.040	0.000	0.000	0.000	92.346	-0.610	147.876	80.566	-57.520	131.445	40.1	3.67	-61	13011
15:48:30.645	WT5500002992(2).wplay	2024-10-8 15:15:15.293	0.008	0.998	-0.041	0.000	0.000	0.000	92.346	-0.610	147.870	80.469	-57.617	132.227	40.0	3.67	-61	13011
15:48:30.736	WT5500002992(2).wplay	2024-10-8 15:15:15.515	0.011	0.002	1.006	0.000	0.000	0.000	0.187	-0.461	135.478	93.359	-95.215	-27.344	39.6	3.72	-54	13011
15:48:30.756	WT5500002992(2).wplay	2024-10-8 15:15:15.693	0.008	0.998	-0.041	0.000	0.000	0.000	92.346	-0.610	147.870	80.273	-57.812	131.641	40.1	3.67	-61	13011
15:48:30.759	WT5500002992(2).wplay	2024-10-8 15:15:15.615	0.011	0.003	1.006	0.000	0.000	0.000	0.187	-0.461	135.483	93.262	-95.215	-27.441	39.6	3.72	-54	13011
15:48:30.764	WT5500002992(2).wplay	2024-10-8 15:15:15.793	0.008	0.998	-0.041	0.000	0.000	0.000	92.346	-0.615	147.870	80.957	-57.715	131.445	40.0	3.67	-61	13011
15:48:30.772	WT5500002992(2).wplay	2024-10-8 15:15:15.715	0.011	0.003	1.005	0.000	0.000	0.000	0.187	-0.461	135.478	93.359	-95.215	-27.344	39.6	3.72	-55	13011
15:48:30.772	WT5500002992(2).wplay	2024-10-8 15:15:15.893	0.008	0.999	-0.041	0.000	0.000	0.000	92.346	-0.610	147.859	80.859	-57.520	131.738	40.1	3.67	-61	13011
15:48:30.774	WT5500002992(2).wplay	2024-10-8 15:15:15.915	0.010	0.003	1.006	0.000	0.000	0.000	0.187	-0.456	135.483	93.359	-95.410	-27.441	39.6	3.72	-55	13011
15:48:30.783	WT5500002992(2).wplay	2024-10-8 15:15:15.993	0.009	0.998	-0.042	0.000	0.000	0.000	92.346	-0.610	147.865	80.371	-57.715	131.445	40.1	3.67	-61	13011
15:48:30.788	WT5500002992(2).wplay	2024-10-8 15:15:16.93	0.008	0.002	1.005	0.000	0.000	0.000	0.187	-0.456	135.478	93.555	-95.215	-27.441	39.6	3.72	-55	13011
15:48:30.797	WT5500002992(2).wplay	2024-10-8 15:15:16.15	0.011	0.003	1.005	0.000	0.000	0.000	0.187	-0.456	135.478	93.359	-95.312	-27.441	39.6	3.72	-55	13011
15:48:30.798	WT5500002992(2).wplay	2024-10-8 15:15:16.215	0.011	0.998	-0.040	0.000	0.000	0.000	92.346	-0.610	147.859	80.273	-57.617	131.348	40.0	3.67	-63	13011
15:48:30.802	WT5500002992(2).wplay	2024-10-8 15:15:16.293	0.008	0.998	-0.041	0.000	0.000	0.000	92.346	-0.610	147.865	80.176	-57.715	131.445	40.0	3.67	-63	13011
15:48:30.809	WT5500002992(2).wplay	2024-10-8 15:15:16.315	0.011	0.003	1.006	0.000	0.000	0.000	0.187	-0.456	135.478	93.359	-95.215	-27.539	39.6	3.72	-55	13011
15:48:30.810	WT5500002992(2).wplay	2024-10-8 15:15:16.393	0.008	0.997	-0.041	0.000	0.000	0.000	92.346	-0.610	147.859	80.273	-57.520	131.445	40.1	3.67	-63	13011
15:48:30.835	WT5500002992(2).wplay	2024-10-8 15:15:16.515	0.011	0.004	1.005	0.000	0.000	0.000	0.187	-0.456	135.478	93.457	-95.312	-27.441	39.6	3.72	-55	13011
15:48:30.868	WT5500002992(2).wplay	2024-10-8 15:15:16.793	0.008	0.998	-0.040	0.000	0.000	0.000	92.346	-0.610	147.849	80.371	-57.812	131.445	40.0	3.67	-63	13011
15:48:30.869	WT5500002992(2).wplay	2024-10-8 15:15:16.993	0.008	0.004	1.006	0.000	0.000	0.000	0.187	-0.456	135.478	93.262	-95.117	-27.637	39.6	3.72	-55	13011
15:48:30.871	WT5500002992(2).wplay	2024-10-8 15:15:17.93	0.008	0.004	1.005	0.000	0.000	0.000	0.187	-0.456	135.478	93.359	-95.312	-27.441	39.6	3.72	-55	13011
15:48:30.872	WT5500002992(2).wplay	2024-10-8 15:15:16.915	0.011	0.003	1.005	0.000	0.000	0.000	0.187	-0.456	135.472	93.359	-95.117	-27.539	39.6	3.72	-55	13011
15:48:30.880	WT5500002992(2).wplay	2024-10-8 15:15:17.193	0.008	0.999	-0.041	0.000	0.000	0.000	92.346	-0.615	147.859	80.371	-57.715	131.641	40.1	3.67	-63	13011
15:48:30.885	WT5500002992(2).wplay	2024-10-8 15:15:17.293	0.008	0.002	1.005	0.000	0.000	0.000	0.187	-0.461	135.478	93.359	-95.215	-27.441	39.6	3.72	-55	13011
15:48:30.892	WT5500002992(2).wplay	2024-10-8 15:15:17.215	0.011	0.003	1.006	0.000	0.000	0.000	0.187	-0.461	135.472	93.359	-95.117	-27.539	39.6	3.72	-55	13011
15:48:30.894	WT5500002992(2).wplay	2024-10-8 15:15:17.315	0.011	0.998	-0.042	0.000	0.000	0.000	92.346	-0.615	147.859	80.371	-57.617	131.445	40.1	3.67	-60	13011
15:48:30.895	WT5500002992(2).wplay	2024-10-8 15:15:17.415	0.011	0.998	-0.042	0.000	0.000	0.000	92.346	-0.610	147.859	80.273	-57.617	131.250	40.1	3.67	-60	13011
15:48:30.902	WT5500002992(2).wplay	2024-10-8 15:15:17.493	0.008	1.000	-0.042	0.000	0.000	0.000	92.346	-0.610	147.859	80.273	-57.617	131.250	40.1	3.67	-60	13011
15:48:30.907	WT5500002992(2).wplay	2024-10-8 15:15:17.593	0.008	0.003	1.006	0.000	0.000	0.000	0.187	-0.461	135.472	93.359	-95.215	-27.441	39.6	3.72	-55	13011
15:48:30.918	WT5500002992(2).wplay	2024-10-8 15:15:17.693	0.008	0.003	1.005	0.000	0.000	0.000	0.187	-0.461	135.472	93.457	-95.117	-27.637	39.6	3.72	-55	13011
15:48:30.925	WT5500002992(2).wplay	2024-10-8 15:15:17.615	0.011	0.003	1.005	0.000	0.000	0.000	0.187	-0.461	135.467	93.457	-95.117	-27.344	39.5	3.72	-55	13011
15:48:30.926	WT5500002992(2).wplay	2024-10-8 15:15:17.715	0.011	0.997	-0.041	0.000	0.000	0.000	92.346	-0.610	147.854	80.469	-57.520	131.250	40.1	3.67	-60	13011
15:48:30.928	WT5500002992(2).wplay	2024-10-8 15:15:17.893	0.008	0.998	-0.042	0.000	0.000	0.000	92.346	-0.610	147.854	80.273	-57.617	131.348	40.1	3.67	-60	13011
15:48:30.941	WT5500002992(2).wplay	2024-10-8 15:15:17.993	0.009	0.002	1.006	0.000	0.000	0.000	0.192	-0.456	135.461	93.457	-95.215	-27.441	39.6	3.72	-55	13011
15:48:30.941	WT5500002992(2).wplay	2024-10-8 15:15:18.15	0.010	0.002	1.006	0.000	0.000	0.000	0.181	-0.461	135.467	93.359	-95.215	-27.539	39.6	3.72	-55	13011
15:48:30.943	WT5500002992(2).wplay	2024-10-8 15:15:18.115	0.011	0.998	-0.041	0.000	0.000	0.000	92.340	-0.610	147.849	80.371	-57.520	131.445	40.1	3.67	-62	13011
15:48:30.945	WT5500002992(2).wplay	2024-10-8 15:15:18.93	0.008	0.997	-0.041	0.000	0.000	0.000	92.346	-0.610	147.849	80.566	-57.129	131.836	40.1	3.67	-62	13011
15:48:30.955	WT5500002992(2).wplay	2024-10-8 15:15:18.215	0.011	0.004	1.005	0.000	0.000	0.000	0.187	-0.456	135.461	93.457	-95.117	-27.441	39.6	3.71	-55	13011
15:48:30.956	WT5500002992(2).wplay	2024-10-8 15:15:18.193	0.008	0.998	-0.039	0.000	0.000	0.000	92.346	-0.610	147.849	80.371	-57.617	131.445	40.1	3.67	-62	13011
15:48:30.972	WT5500002992(2).wplay	2024-10-8 15:15:18.293	0.008	0.001	1.005	0.000	0.000	0.000	0.187	-0.461	135.461	93.359	-95.215	-27.539	39.6	3.71	-55	13011
15:48:30.972	WT5500002992(2).wplay	2024-10-8 15:15:18.415	0.011	0.003	1.005	0.000	0.000	0.000	0.187	-0.461	135.461	93.359	-95.312	-27.441	39.6	3.71	-55	13011
15:48:30.983	WT5500002992(2).wplay	2024-10-8 15:15:18.493	0.008	0.999	-0.041	0.000	0.000	0.000	92.340	-0.615	147.854	80.273	-57.324	131.543	40.1	3.67	-62	13011
15:48:30.984	WT5500002992(2).wplay	2024-10-8 15:15:18.593	0.007	0.004	1.004	0.000	0.000	0.000	0.187	-0.461	135.461	93.359	-95.215	-27.539	39.6	3.71	-55	13011
15:48:30.986	WT5500002992(2).wplay	2024-10-8 15:15:18.615	0.010	0.003	1.005	0.000	0.000	0.000	0.187	-0.461	135.461	93.262	-95.215	-27.539	39.6	3.71	-55	13011
15:48:30.999	WT5500002992(2).wplay	2024-10-8 15:15:18.693	0.008	0.998	-0.041	0.000	0.000	0.000	92.340	-0.615	147.854	80.371	-57.715	131.348	40.1	3.67	-62	13011
15:48:31.000	WT5500002992(2).wplay	2024-10-8 15:15:18.715	0.012	0.005	1.005	0.000	0.000	0.000	0.187	-0.461	135.461	93.359	-95.410	-27.441	39.6	3.71	-55	13011
15:48:31.016	WT5500002992(2).wplay	2024-10-8 15:15:18.893	0.008	0.997	-0.042	0.000	0.000	0.000	92.340	-0.615	147.865	80.176	-57.520	131.738	40.1	3.67	-62	13011
15:48:31.018	WT5500002992(2).wplay	2024-10-8 15:15:18.915	0.011	0.002	1.006	0.000	0.000	0.000	0.187	-0.461	135.467	93.457	-95.312	-27.539	39.6	3.71	-54	13011
15:48:31.034	WT5500002992(2).wplay	2024-10-8 15:15:19.115	0.014	0.997	-0.039	0.000	0.000	0.000	92.340	-0.615	147.870	80.176	-57.617	131.348	40.1	3.67	-62	13011
15:48:31.055	WT5500002992(2).wplay	2024-10-8 15:15:19.215	0.010	0.997	-0.041	0.000	0.000	0.000	92.335	-0.615	147.870	80.273	-57.617	131.348	40.1	3.67	-62	13011
15:48:31.055	WT5500002992(2).wplay	2024-10-8 15:15:19.315	0.012	0.998	-0.039	0.000	0.000	0.000	92.340	-0.615	147.865	80.273	-57.715	131.250	40.1	3.67	-62	13011
15:48:31.075	WT5500002992(2).wplay	2024-10-8 15:15:19.415	0.012	0.999	-0.040	0.000	0.000	0.000	92.335	-0.615	147.865	80.664	-57.520	131.836	40.1	3.67	-62	13011
15:48:31.075	WT5500002992(2).wplay	2024-10-8 15:15:19.493	0.008	0.996	-0.043	0.000	0.000	0.000	92.340	-0.615	147.865	80.273	-57.520	131.250	40.0	3.67	-62	13011
15:48:31.102	WT5500002992(2).wplay	2024-10-8 15:15:19.593	0.009	0.002	1.005	0.000	0.000	0.000	0.187	-0.461	135.467	93.457	-95.215	-27.344	39.6	3.72	-54	13011
15:48:31.102	WT5500002992(2).wplay	2024-10-8 15:15:19.615	0.011	0.003	1.005	0.000	0.000	0.000	0.181	-0.461	135.467	93.359	-95.117	-27.441	39.6	3.72	-54	13011
15:48:31.103	WT5500002992(2).wplay	2024-10-8 15:15:19.715	0.011	0.998	-0.041	0.000	0.000	0.000	92.340	-0.615	147.859	80.273	-57.422	131.348	40.1	3.67	-62	13011
15:48:31.109	WT5500002992(2).wplay	2024-10-8 15:15:19.815	0.011	0.999	-0.040	0.000	0.000	0.000	92.340	-0.615	147.865	80.176	-57.715	131.445	40.1	3.67	-62	13011
15:48:31.110	WT5500002992(2).wplay	2024-10-8 15:15:19.793	0.008	0.998	-0.041	0.000	0.000	0.000	92.335	-0.615	147.865	80.273	-58.008	131.445	40.1	3.67	-62	13011
15:48:31.120	WT5500002992(2).wplay	2024-10-8 15:15:19.893	0.008	0.002	1.005	0.000	0.000	0.000	0.176	-0.461	135.467	93.359	-95.312	-27.539	39.6	3.72	-50	13011
15:48:31.121	WT5500002992(2).wplay	2024-10-8 15:15:19.915	0.011	0.006	1.006	0.000	0.000	0.000	0.181	-0.461	135.467	93.359	-95.215	-27.539	39.6	3.72	-50	13011
15:48:31.125	WT5500002992(2).wplay	2024-10-8 15:15:20.15	0.012	0.998	-0.043	0.000	0.000	0.000	92.340	-0.615	147.865	80.273	-57.715	131.348	40.1	3.67	-62	13011
15:48:31.126	WT5500002992(2).wplay	2024-10-8 15:15:19.993	0.010	1.004	-0.042	0.000	0.000	0.000	92.340	-0.615	147.859	80.371	-57.617	131.445	40.1	3.67	-61	13011
15:48:31.138	WT5500002992(2).wplay	2024-10-8 15:15:20.93	0.009	0.004	1.010	0.000	0.000	0.000	0.181	-0.461	135.467	93.359	-95.117	-27.441	39.6	3.72	-50	13011
15:48:31.138	WT5500002992(2).wplay	2024-10-8 15:15:20.115	0.012	0.004	1.004	0.000	0.000	0.000	0.176	-0.467	135.467	93.262	-95.312	-27.539	39.6	3.72	-50	13011
15:48:31.144	WT5500002992(2).wplay	2024-10-8 15:15:20.215	0.012	0.996	-0.041	0.000	0.000	0.000	92.335	-0.621	147.859	80.273	-57.617	131.348	40.1	3.67	-61	13011
15:48:31.145	WT5500002992(2).wplay	2024-10-8 15:15:20.193	0.009	0.997	-0.042	0.000	0.000	0.000	92.335	-0.621	147.865	80.371	-57.715	131.738	40.1	3.67	-61	13011
15:48:31.155	WT5500002992(2).wplay	2024-10-8 15:15:20.293	0.010	0.003	1.005	0.000	0.000	0.000	0.176	-0.467	135.467	93.262	-95.215	-27.539	39.6	3.72	-50	13011
15:48:31.157	WT5500002992(2).wplay	2024-10-8 15:15:20.315	0.013	0.003	1.007	0.000	0.000	0.000	0.176	-0.467	135.467	93.359	-95.215	-27.441	39.6	3.72	-50	13011
15:48:31.158	WT5500002992(2).wplay	2024-10-8 15:15:20.393	0.009	0.999	-0.042	0.000	0.000	0.000	92.335	-0.621	147.859	80.566	-57.520	131.250	40.1	3.67	-61	13011
15:48:31.162	WT5500002992(2).wplay	2024-10-8 15:15:20.415	0.012	0.003	1.006	0.000	0.000	0.000	0.176	-0.467	135.461	93.457	-95.215	-27.441	39.6	3.72	-50	13011
15:48:31.171	WT5500002992(2).wplay	2024-10-8 15:15:20.493	0.007	0.998	-0.041	0.000	0.000	0.000	92.340	-0.621	147.859	80.273	-57.129	131.738	40.1	3.67	-61	13011
15:48:31.172	WT5500002992(2).wplay	2024-10-8 15:15:20.515	0.010	0.001	1.005	0.000	0.000	0.000	0.176	-0.467	135.461	93.359	-95.215	-27.539	39.6	3.72	-50	13011
15:48:31.174	WT5500002992(2).wplay	2024-10-8 15:15:20.593	0.005	0.998	-0.040	0.000	0.000	0.000	92.335	-0.621	147.859	82.031	-58.203	132.031	40.1	3.67	-61	13011
15:48:31.184	WT5500002992(2).wplay	2024-10-8 15:15:20.693	0.007	0.002	1.012	-0.183	-0.122	0.000	0.181	-0.461	135.461	93.359	-95.215	-27.441	39.6	3.72	-50	13011
15:48:31.184	WT5500002992(2).wplay	2024-10-8 15:15:20.715	0.009	0.003	1.006	0.122	0.061	0.000	0.181	-0.467	135.461	93.359	-95.312	-27.441	39.6	3.72	-50	13011
15:48:31.190	WT5500002992(2).wplay	2024-10-8 15:15:20.793	0.007	0.998	-0.041	0.122	0.000	-0.061	92.346	-0.615	147.849	80.371	-57.520	131.348	40.1	3.67	-61	13011
15:48:31.191	WT5500002992(2).wplay	2024-10-8 15:15:20.815	0.011	0.002	1.005	0.000	0.000	0.000	0.181	-0.461	135.467	93.359	-95.215	-27.539	39.6	3.72	-51	13011
15:48:31.194	WT5500002992(2).wplay	2024-10-8 15:15:20.915	0.011	0.996	-0.040	0.000	0.000	-0.061	92.340	-0.610	147.849	80.273	-57.715	131.348	40.1	3.67	-61	13011
15:48:31.206	WT5500002992(2).wplay	2024-10-8 15:15:20.993	0.008	0.998	-0.042	0.000	0.000	0.000	92.346	-0.610	147.854	80.273	-57.812	131.348	40.1	3.67	-61	13011
15:48:31.206	WT5500002992(2).wplay	2024-10-8 15:15:21.15	0.011	0.002	1.003	-0.122	-0.061	0.000	0.181	-0.461	135.467	93.652	-95.215	-27.344	39.6	3.72	-51	13011
15:48:31.220	WT5500002992(2).wplay	2024-10-8 15:15:21.93	0.009	1.000	-0.041	-0.061	0.000	0.000	92.346	-0.610	147.854	80.273	-57.617	131.348	40.0	3.67	-64	13011
15:48:31.223	WT5500002992(2).wplay	2024-10-8 15:15:21.193	0.009	0.003	1.007	0.061	0.000	0.000	0.181	-0.467	135.461	93.457	-95.215	-27.539	39.6	3.72	-51	13011
15:48:31.236	WT5500002992(2).wplay	2024-10-8 15:15:21.293	0.006	0.005	1.007	0.122	0.061	0.000	0.181	-0.461	135.461	93.555	-95.410	-27.344	39.6	3.72	-51	13011
15:48:31.237	WT5500002992(2).wplay	2024-10-8 15:15:21.315	0.008	0.004	1.011	-0.061	-0.061	0.000	0.187	-0.461	135.461	93.457	-95.117	-27.246	39.6	3.72	-51	13011
15:48:31.249	WT5500002992(2).wplay	2024-10-8 15:15:21.393	0.008	0.996	-0.042	-0.122	0.000	0.061	92.346	-0.610	147.854	80.273	-57.520	131.348	40.1	3.67	-64	13011
15:48:31.250	WT5500002992(2).wplay	2024-10-8 15:15:21.415	0.007	0.002	1.005	0.000	0.061	0.000	0.187	-0.461	135.461	93.457	-95.312	-27.539	39.6	3.72	-51	13011
15:48:31.255	WT5500002992(2).wplay	2024-10-8 15:15:21.515	0.011	1.001	-0.040	0.000	0.000	-0.061	92.346	-0.604	147.854	80.273	-57.617	131.348	40.1	3.67	-64	13011
15:48:31.385	WT5500002992(2).wplay	2024-10-8 15:15:21.593	0.007	0.998	-0.041	0.000	0.000	0.000	92.340	-0.604	147.854	80.273	-57.715	131.250	40.1	3.67	-64	13011
15:48:31.386	WT5500002992(2).wplay	2024-10-8 15:15:21.615	0.011	0.002	1.003	-0.122	-0.061	0.000	0.181	-0.461	135.461	93.359	-95.215	-27.441	39.6	3.72	-51	13011
15:48:31.409	WT5500002992(2).wplay	2024-10-8 15:15:21.693	0.008	0.997	-0.041	0.000	0.000	0.061	92.346	-0.604	147.854	80.273	-57.715	131.250	40.1	3.67	-64	13011
15:48:31.410	WT5500002992(2).wplay	2024-10-8 15:15:21.715	0.012	0.002	1.000	0.000	0.000	0.000	0.181	-0.461	135.461	93.359	-95.215	-27.441	39.6	3.72	-51	13011
15:48:31.417	WT5500002992(2).wplay	2024-10-8 15:15:21.793	0.010	0.986	-0.039	0.183	0.000	-0.122	92.346	-0.604	147.854	80.273	-57.617	131.250	40.1	3.67	-64	13011
15:48:31.417	WT5500002992(2).wplay	2024-10-8 15:15:21.815	0.014	0.004	1.004	0.000	-0.061	0.000	0.187	-0.461	135.461	93.652	-95.508	-26.953	39.6	3.72	-54	13011
15:48:31.433	WT5500002992(2).wplay	2024-10-8 15:15:21.915	0.011	0.998	-0.042	0.000	0.000	0.000	92.351	-0.604	147.854	80.566	-58.008	131.641	40.1	3.67	-64	13011
15:48:31.468	WT5500002992(2).wplay	2024-10-8 15:15:21.993	0.007	0.996	-0.041	0.061	0.000	0.000	92.351	-0.604	147.854	80.273	-57.617	131.348	40.1	3.67	-64	13011
15:48:31.468	WT5500002992(2).wplay	2024-10-8 15:15:22.15	0.010	0.004	1.006	-0.061	-0.061	0.000	0.181	-0.467	135.467	93.359	-95.215	-27.539	39.6	3.72	-54	13011
15:48:31.470	WT5500002992(2).wplay	2024-10-8 15:15:22.93	0.008	0.990	-0.041	0.000	0.000	0.000	92.351	-0.604	147.854	80.273	-57.617	131.348	40.1	3.67	-69	13011
15:48:31.480	WT5500002992(2).wplay	2024-10-8 15:15:22.215	0.012	0.004	1.007	0.000	0.000	0.000	0.187	-0.467	135.467	93.555	-95.215	-27.539	39.6	3.71	-54	13011
15:48:31.524	WT5500002992(2).wplay	2024-10-8 15:15:22.315	0.011	0.993	-0.039	0.061	0.000	0.000	92.357	-0.604	147.849	80.469	-57.520	131.445	40.1	3.67	-69	13011
15:48:31.525	WT5500002992(2).wplay	2024-10-8 15:15:22.415	0.010	0.996	-0.043	0.244	0.000	-0.061	92.357	-0.604	147.849	80.273	-57.617	131.445	40.1	3.67	-69	13011
15:48:31.545	WT5500002992(2).wplay	2024-10-8 15:15:22.515	0.010	1.000	-0.041	-0.061	0.000	0.000	92.357	-0.604	147.849	80.273	-57.617	131.250	40.1	3.67	-69	13011
15:48:31.546	WT5500002992(2).wplay	2024-10-8 15:15:22.615	0.009	1.014	-0.043	-0.244	0.000	0.000	92.362	-0.599	147.854	80.176	-57.715	131.445	40.1	3.67	-69	13011
15:48:31.569	WT5500002992(2).wplay	2024-10-8 15:15:22.693	0.008	0.997	-0.040	0.061	0.000	0.000	92.357	-0.599	147.854	80.176	-57.617	131.348	40.1	3.67	-69	13011
15:48:31.569	WT5500002992(2).wplay	2024-10-8 15:15:22.815	0.010	0.002	1.003	-0.061	0.000	0.000	0.176	-0.467	135.461	93.262	-95.215	-27.441	39.6	3.71	-54	13011
15:48:31.794	WT5500002992(2).wplay	2024-10-8 15:15:22.893	0.007	0.998	-0.042	-0.183	0.000	0.061	92.357	-0.599	147.859	80.273	-57.617	131.348	40.1	3.67	-69	13011
15:48:31.794	WT5500002992(2).wplay	2024-10-8 15:15:22.993	0.009	0.002	1.007	0.000	0.000	0.000	0.181	-0.467	135.461	93.359	-95.215	-27.441	39.6	3.71	-52	13011
15:48:31.804	WT5500002992(2).wplay	2024-10-8 15:15:23.15	0.012	0.003	1.005	0.000	0.000	0.000	0.176	-0.467	135.461	93.457	-95.410	-27.344	39.6	3.71	-52	13011
15:48:31.813	WT5500002992(2).wplay	2024-10-8 15:15:23.115	0.010	0.997	-0.040	0.000	0.000	0.000	92.351	-0.599	147.859	80.371	-57.812	131.445	40.1	3.67	-65	13011
15:48:31.826	WT5500002992(2).wplay	2024-10-8 15:15:23.215	0.011	0.992	-0.041	0.000	0.000	0.000	92.357	-0.599	147.859	80.664	-57.812	131.641	40.1	3.67	-65	13011
15:48:31.858	WT5500002992(2).wplay	2024-10-8 15:15:23.293	0.010	0.995	-0.039	0.000	0.000	0.000	92.351	-0.599	147.859	80.273	-57.715	131.641	40.1	3.67	-65	13011
15:48:31.859	WT5500002992(2).wplay	2024-10-8 15:15:23.415	0.013	0.005	1.005	0.061	0.000	0.000	0.181	-0.467	135.472	93.359	-95.312	-27.441	39.6	3.71	-52	13011
15:48:31.886	WT5500002992(2).wplay	2024-10-8 15:15:23.615	0.012	0.997	-0.041	0.000	0.000	0.000	92.351	-0.599	147.859	80.176	-57.617	131.250	40.1	3.67	-65	13011
15:48:31.913	WT5500002992(2).wplay	2024-10-8 15:15:23.715	0.010	0.997	-0.041	-0.061	0.000	0.000	92.357	-0.599	147.865	80.273	-57.715	131.348	40.1	3.67	-65	13011
15:48:31.914	WT5500002992(2).wplay	2024-10-8 15:15:23.793	0.009	0.997	-0.041	0.000	0.000	0.000	92.351	-0.599	147.865	80.176	-57.422	131.543	40.1	3.67	-65	13011
15:48:31.917	WT5500002992(2).wplay	2024-10-8 15:15:23.815	0.012	0.003	0.999	0.122	0.122	0.000	0.187	-0.467	135.472	93.359	-95.215	-27.539	39.6	3.71	-52	13011
15:48:31.925	WT5500002992(2).wplay	2024-10-8 15:15:23.893	0.012	0.990	-0.040	0.183	0.000	-0.183	92.357	-0.604	147.870	80.176	-57.617	131.445	40.1	3.67	-65	13011
15:48:31.926	WT5500002992(2).wplay	2024-10-8 15:15:23.915	0.014	0.004	1.002	0.000	0.000	0.000	0.181	-0.467	135.478	93.359	-95.312	-27.441	39.6	3.71	-52	13011
15:48:31.939	WT5500002992(2).wplay	2024-10-8 15:15:24.15	0.012	0.993	-0.040	0.000	0.000	-0.061	92.351	-0.604	147.876	80.176	-58.008	131.641	40.1	3.67	-65	13011
15:48:31.952	WT5500002992(2).wplay	2024-10-8 15:15:24.93	0.007	0.998	-0.041	0.061	0.000	0.000	92.357	-0.599	147.876	80.176	-57.812	131.348	40.1	3.67	-63	13011
15:48:31.953	WT5500002992(2).wplay	2024-10-8 15:15:24.115	0.009	0.003	1.004	0.000	-0.061	0.000	0.181	-0.467	135.472	93.457	-95.312	-27.637	39.6	3.71	-52	13011
15:48:31.953	WT5500002992(2).wplay	2024-10-8 15:15:24.215	0.009	0.995	-0.041	0.000	0.000	0.000	92.351	-0.599	147.876	80.273	-57.617	131.250	40.2	3.67	-63	13011
15:48:31.957	WT5500002992(2).wplay	2024-10-8 15:15:24.293	0.012	1.008	-0.043	-0.061	0.000	0.000	92.357	-0.599	147.876	80.273	-57.617	131.348	40.1	3.67	-63	13011
15:48:31.958	WT5500002992(2).wplay	2024-10-8 15:15:24.315	0.014	0.004	1.002	0.061	0.244	0.000	0.181	-0.472	135.472	93.359	-95.410	-27.441	39.6	3.71	-52	13011
15:48:31.966	WT5500002992(2).wplay	2024-10-8 15:15:24.415	0.013	0.994	-0.041	-0.122	0.000	-0.122	92.351	-0.604	147.870	80.273	-57.617	131.348	40.1	3.67	-63	13011
15:48:31.973	WT5500002992(2).wplay	2024-10-8 15:15:24.493	0.010	0.996	-0.042	-0.061	0.000	0.061	92.351	-0.599	147.876	80.273	-57.715	131.543	40.1	3.67	-63	13011
15:48:31.975	WT5500002992(2).wplay	2024-10-8 15:15:24.515	0.013	0.004	1.013	0.061	0.061	0.000	0.187	-0.461	135.472	93.359	-95.215	-27.441	39.6	3.71	-52	13011
15:48:31.991	WT5500002992(2).wplay	2024-10-8 15:15:24.593	0.009	1.006	-0.042	0.061	0.000	0.000	92.351	-0.599	147.876	80.273	-57.617	131.250	40.1	3.67	-63	13011
15:48:31.991	WT5500002992(2).wplay	2024-10-8 15:15:24.715	0.012	0.005	1.005	0.000	0.000	0.000	0.181	-0.461	135.472	93.262	-95.215	-27.441	39.6	3.71	-52	13011
15:48:32.000	WT5500002992(2).wplay	2024-10-8 15:15:24.793	0.005	0.995	-0.040	0.061	0.000	0.000	92.351	-0.599	147.870	80.273	-57.715	131.152	40.1	3.67	-63	13011
