时间	设备名称	片上时间()	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(?t)	磁场Y(?t)	磁场Z(?t)	温度(℃)	电量()	信号()	版本号()
15:48:22.893	WT5500002992(2).wplay	2024-10-8 15:13:58.493	0.008	0.998	-0.043	0.000	0.000	0.000	92.411	-0.610	147.832	80.371	-57.812	131.641	39.6	3.67	-67	13011
15:48:22.896	WT5500002992(2).wplay	2024-10-8 15:13:58.515	0.011	0.003	1.005	0.000	0.000	0.000	0.181	-0.467	135.467	93.555	-95.410	-27.344	39.4	3.72	-56	13011
15:48:22.902	WT5500002992(2).wplay	2024-10-8 15:13:58.593	0.008	0.997	-0.042	0.000	0.000	0.000	92.411	-0.610	147.838	80.371	-57.715	131.738	39.6	3.67	-67	13011
15:48:22.904	WT5500002992(2).wplay	2024-10-8 15:13:58.615	0.010	0.003	1.006	0.000	0.000	0.000	0.181	-0.467	135.467	93.457	-95.312	-27.441	39.5	3.72	-56	13011
15:48:22.916	WT5500002992(2).wplay	2024-10-8 15:13:58.693	0.008	0.998	-0.042	0.000	0.000	0.000	92.411	-0.610	147.838	80.371	-57.715	131.641	39.6	3.67	-67	13011
15:48:22.919	WT5500002992(2).wplay	2024-10-8 15:13:58.715	0.011	0.003	1.005	0.000	0.000	0.000	0.181	-0.467	135.472	93.359	-95.508	-27.148	39.5	3.72	-56	13011
15:48:22.921	WT5500002992(2).wplay	2024-10-8 15:13:58.793	0.008	0.997	-0.042	0.000	0.000	0.000	92.411	-0.610	147.838	80.566	-57.715	132.031	39.6	3.67	-67	13011
15:48:22.941	WT5500002992(2).wplay	2024-10-8 15:13:58.893	0.008	0.003	1.005	0.000	0.000	0.000	0.181	-0.467	135.472	93.457	-95.312	-27.246	39.5	3.72	-57	13011
15:48:22.942	WT5500002992(2).wplay	2024-10-8 15:13:59.15	0.011	0.003	1.005	0.000	0.000	0.000	0.176	-0.467	135.472	93.457	-95.312	-27.344	39.4	3.72	-57	13011
15:48:22.948	WT5500002992(2).wplay	2024-10-8 15:13:59.93	0.008	0.999	-0.042	0.000	0.000	0.000	92.411	-0.610	147.849	80.371	-57.520	131.836	39.6	3.67	-68	13011
15:48:22.951	WT5500002992(2).wplay	2024-10-8 15:13:59.115	0.011	0.003	1.006	0.000	0.000	0.000	0.176	-0.467	135.478	93.359	-95.508	-27.539	39.4	3.72	-57	13011
15:48:22.958	WT5500002992(2).wplay	2024-10-8 15:13:59.193	0.008	0.999	-0.042	0.000	0.000	0.000	92.411	-0.615	147.854	80.273	-57.520	131.641	39.6	3.67	-68	13011
15:48:22.966	WT5500002992(2).wplay	2024-10-8 15:13:59.215	0.011	0.003	1.006	0.000	0.000	0.000	0.176	-0.467	135.483	93.359	-95.410	-27.539	39.5	3.72	-57	13011
15:48:22.968	WT5500002992(2).wplay	2024-10-8 15:13:59.293	0.009	0.998	-0.042	0.000	0.000	0.000	92.417	-0.615	147.859	80.273	-57.520	131.836	39.6	3.67	-68	13011
15:48:22.968	WT5500002992(2).wplay	2024-10-8 15:13:59.315	0.011	0.003	1.005	0.000	0.000	0.000	0.176	-0.467	135.483	93.457	-95.410	-27.441	39.5	3.72	-57	13011
15:48:22.980	WT5500002992(2).wplay	2024-10-8 15:13:59.415	0.011	0.998	-0.042	0.000	0.000	0.000	92.417	-0.615	147.865	80.273	-57.520	131.836	39.6	3.67	-68	13011
15:48:22.982	WT5500002992(2).wplay	2024-10-8 15:13:59.393	0.007	0.997	-0.042	0.000	0.000	0.000	92.411	-0.615	147.870	80.273	-57.520	131.641	39.6	3.67	-68	13011
15:48:22.990	WT5500002992(2).wplay	2024-10-8 15:13:59.493	0.008	0.003	1.005	0.000	0.000	0.000	0.176	-0.467	135.483	93.457	-95.410	-27.441	39.5	3.72	-57	13011
15:48:23.003	WT5500002992(2).wplay	2024-10-8 15:13:59.593	0.009	0.003	1.006	0.000	0.000	0.000	0.176	-0.467	135.483	93.359	-95.312	-27.344	39.5	3.72	-57	13011
15:48:23.012	WT5500002992(2).wplay	2024-10-8 15:13:59.693	0.008	0.003	1.005	0.000	0.000	0.000	0.181	-0.467	135.489	93.359	-95.410	-27.344	39.4	3.72	-57	13011
15:48:23.012	WT5500002992(2).wplay	2024-10-8 15:13:59.715	0.011	0.003	1.006	0.000	0.000	0.000	0.176	-0.467	135.489	93.359	-95.410	-27.246	39.5	3.72	-57	13011
15:48:23.017	WT5500002992(2).wplay	2024-10-8 15:13:59.793	0.008	0.999	-0.042	0.000	0.000	0.000	92.411	-0.610	147.876	80.762	-57.715	131.836	39.6	3.67	-68	13011
15:48:23.020	WT5500002992(2).wplay	2024-10-8 15:13:59.815	0.010	0.003	1.006	0.000	0.000	0.000	0.176	-0.467	135.494	93.359	-95.410	-27.344	39.5	3.72	-53	13011
15:48:23.028	WT5500002992(2).wplay	2024-10-8 15:13:59.893	0.007	0.998	-0.042	0.000	0.000	0.000	92.411	-0.615	147.881	80.371	-57.715	132.031	39.6	3.67	-68	13011
15:48:23.033	WT5500002992(2).wplay	2024-10-8 15:13:59.915	0.011	0.003	1.006	0.000	0.000	0.000	0.176	-0.467	135.489	93.359	-95.312	-27.344	39.5	3.72	-53	13011
15:48:23.034	WT5500002992(2).wplay	2024-10-8 15:13:59.993	0.008	0.997	-0.042	0.000	0.000	0.000	92.411	-0.610	147.881	80.273	-57.715	131.543	39.6	3.67	-68	13011
15:48:23.039	WT5500002992(2).wplay	2024-10-8 15:14:0.15	0.010	0.003	1.006	0.000	0.000	0.000	0.176	-0.467	135.494	93.457	-95.410	-27.441	39.5	3.72	-53	13011
15:48:23.055	WT5500002992(2).wplay	2024-10-8 15:14:0.115	0.010	0.999	-0.042	0.000	0.000	0.000	92.411	-0.610	147.881	80.566	-58.105	132.031	39.6	3.67	-66	13011
15:48:23.056	WT5500002992(2).wplay	2024-10-8 15:14:0.215	0.011	0.998	-0.042	0.000	0.000	0.000	92.411	-0.610	147.865	80.859	-57.715	131.543	39.6	3.67	-66	13011
15:48:23.060	WT5500002992(2).wplay	2024-10-8 15:14:0.293	0.008	0.999	-0.042	0.000	0.000	0.000	92.406	-0.615	147.865	80.371	-57.812	131.641	39.6	3.67	-66	13011
15:48:23.073	WT5500002992(2).wplay	2024-10-8 15:14:0.393	0.009	0.002	1.005	0.000	0.000	0.000	0.181	-0.467	135.494	93.359	-95.410	-27.344	39.5	3.72	-53	13011
15:48:23.088	WT5500002992(2).wplay	2024-10-8 15:14:0.493	0.008	0.003	1.005	0.000	0.000	0.000	0.181	-0.467	135.494	93.457	-95.312	-27.344	39.5	3.72	-53	13011
15:48:23.093	WT5500002992(2).wplay	2024-10-8 15:14:0.315	0.011	0.003	1.006	0.000	0.000	0.000	0.176	-0.467	135.494	93.457	-95.312	-27.344	39.5	3.72	-53	13011
15:48:23.094	WT5500002992(2).wplay	2024-10-8 15:14:0.415	0.011	0.997	-0.042	0.000	0.000	0.000	92.406	-0.615	147.865	80.371	-57.617	131.641	39.6	3.67	-66	13011
15:48:23.095	WT5500002992(2).wplay	2024-10-8 15:14:0.515	0.011	0.997	-0.042	0.000	0.000	0.000	92.406	-0.615	147.859	80.469	-57.617	131.543	39.6	3.67	-66	13011
15:48:23.097	WT5500002992(2).wplay	2024-10-8 15:14:0.615	0.011	0.998	-0.042	0.000	0.000	0.000	92.411	-0.615	147.865	80.566	-58.008	132.617	39.6	3.67	-66	13011
15:48:23.101	WT5500002992(2).wplay	2024-10-8 15:14:0.593	0.008	0.997	-0.041	0.000	0.000	0.000	92.406	-0.615	147.870	80.566	-58.203	132.422	39.6	3.67	-66	13011
15:48:23.107	WT5500002992(2).wplay	2024-10-8 15:14:0.693	0.008	0.003	1.006	0.000	0.000	0.000	0.176	-0.467	135.494	93.359	-95.312	-27.441	39.5	3.72	-53	13011
15:48:23.111	WT5500002992(2).wplay	2024-10-8 15:14:0.715	0.011	0.003	1.005	0.000	0.000	0.000	0.181	-0.467	135.494	93.359	-95.312	-27.441	39.5	3.72	-53	13011
15:48:23.114	WT5500002992(2).wplay	2024-10-8 15:14:0.793	0.008	0.997	-0.042	0.000	0.000	0.000	92.411	-0.615	147.876	80.371	-57.715	131.641	39.6	3.67	-66	13011
15:48:23.116	WT5500002992(2).wplay	2024-10-8 15:14:0.815	0.011	0.003	1.006	0.000	0.000	0.000	0.181	-0.467	135.500	93.359	-95.410	-27.344	39.4	3.72	-55	13011
15:48:23.125	WT5500002992(2).wplay	2024-10-8 15:14:0.893	0.008	0.998	-0.042	0.000	0.000	0.000	92.411	-0.615	147.876	80.371	-57.715	131.738	39.6	3.67	-66	13011
15:48:23.126	WT5500002992(2).wplay	2024-10-8 15:14:0.915	0.011	0.003	1.006	0.000	0.000	0.000	0.181	-0.467	135.500	93.359	-95.410	-27.441	39.5	3.72	-55	13011
15:48:23.133	WT5500002992(2).wplay	2024-10-8 15:14:0.993	0.008	0.997	-0.042	0.000	0.000	0.000	92.411	-0.615	147.876	80.273	-57.812	131.543	39.6	3.67	-66	13011
15:48:23.141	WT5500002992(2).wplay	2024-10-8 15:14:1.93	0.008	0.002	1.006	0.000	0.000	0.000	0.181	-0.467	135.500	93.359	-95.410	-27.539	39.5	3.72	-55	13011
15:48:23.142	WT5500002992(2).wplay	2024-10-8 15:14:1.115	0.011	0.003	1.006	0.000	0.000	0.000	0.181	-0.467	135.500	93.359	-95.410	-27.441	39.5	3.72	-55	13011
15:48:23.165	WT5500002992(2).wplay	2024-10-8 15:14:1.215	0.011	0.998	-0.042	0.000	0.000	0.000	92.411	-0.615	147.876	80.664	-57.812	131.641	39.6	3.67	-69	13011
15:48:23.166	WT5500002992(2).wplay	2024-10-8 15:14:1.293	0.009	0.997	-0.042	0.000	0.000	0.000	92.411	-0.615	147.876	80.469	-57.715	131.738	39.6	3.67	-69	13011
15:48:23.169	WT5500002992(2).wplay	2024-10-8 15:14:1.393	0.008	0.003	1.005	0.000	0.000	0.000	0.181	-0.467	135.505	93.359	-95.410	-27.441	39.5	3.72	-55	13011
15:48:23.180	WT5500002992(2).wplay	2024-10-8 15:14:1.493	0.008	0.003	1.005	0.000	0.000	0.000	0.181	-0.467	135.505	93.359	-95.410	-27.441	39.5	3.72	-55	13011
15:48:23.182	WT5500002992(2).wplay	2024-10-8 15:14:1.315	0.011	0.003	1.006	0.000	0.000	0.000	0.181	-0.467	135.505	93.359	-95.312	-27.441	39.5	3.72	-55	13011
15:48:23.190	WT5500002992(2).wplay	2024-10-8 15:14:1.415	0.010	0.998	-0.042	0.000	0.000	0.000	92.411	-0.615	147.876	81.738	-57.422	132.129	39.6	3.67	-69	13011
15:48:23.190	WT5500002992(2).wplay	2024-10-8 15:14:1.515	0.011	0.998	-0.042	0.000	0.000	0.000	92.406	-0.615	147.865	80.859	-57.812	131.738	39.6	3.67	-69	13011
15:48:23.192	WT5500002992(2).wplay	2024-10-8 15:14:1.593	0.008	0.998	-0.042	0.000	0.000	0.000	92.406	-0.615	147.859	80.469	-57.715	131.543	39.6	3.67	-69	13011
15:48:23.199	WT5500002992(2).wplay	2024-10-8 15:14:1.693	0.008	0.003	1.007	0.000	0.000	0.000	0.181	-0.467	135.505	93.359	-95.508	-27.539	39.4	3.72	-55	13011
15:48:23.199	WT5500002992(2).wplay	2024-10-8 15:14:1.615	0.011	0.003	1.006	0.000	0.000	0.000	0.181	-0.467	135.505	93.359	-95.312	-27.441	39.5	3.72	-55	13011
15:48:23.200	WT5500002992(2).wplay	2024-10-8 15:14:1.715	0.011	0.999	-0.042	0.000	0.000	0.000	92.406	-0.615	147.859	80.664	-57.812	131.543	39.6	3.67	-69	13011
15:48:23.208	WT5500002992(2).wplay	2024-10-8 15:14:1.793	0.008	0.998	-0.042	0.000	0.000	0.000	92.406	-0.615	147.854	80.469	-57.520	131.543	39.6	3.67	-69	13011
15:48:23.209	WT5500002992(2).wplay	2024-10-8 15:14:1.815	0.011	0.003	1.005	0.000	0.000	0.000	0.181	-0.467	135.505	93.359	-95.312	-27.441	39.5	3.72	-59	13011
15:48:23.214	WT5500002992(2).wplay	2024-10-8 15:14:1.893	0.008	0.997	-0.042	0.000	0.000	0.000	92.406	-0.615	147.854	80.469	-57.520	131.836	39.6	3.67	-69	13011
15:48:23.216	WT5500002992(2).wplay	2024-10-8 15:14:1.915	0.011	0.003	1.006	0.000	0.000	0.000	0.181	-0.467	135.505	93.359	-95.312	-27.441	39.4	3.72	-59	13011
15:48:23.226	WT5500002992(2).wplay	2024-10-8 15:14:2.15	0.010	0.998	-0.042	0.000	0.000	0.000	92.406	-0.615	147.859	80.371	-57.617	131.641	39.6	3.67	-69	13011
15:48:23.232	WT5500002992(2).wplay	2024-10-8 15:14:2.93	0.009	1.001	-0.042	0.000	0.000	0.000	92.406	-0.615	147.859	80.371	-57.715	131.641	39.6	3.67	-69	13011
15:48:23.233	WT5500002992(2).wplay	2024-10-8 15:14:2.115	0.011	0.002	1.005	0.000	0.000	0.000	0.181	-0.467	135.505	93.359	-95.410	-27.441	39.5	3.72	-59	13011
15:48:23.242	WT5500002992(2).wplay	2024-10-8 15:14:2.193	0.009	0.997	-0.042	0.000	0.000	0.000	92.406	-0.615	147.859	80.371	-57.617	131.445	39.6	3.67	-69	13011
15:48:23.246	WT5500002992(2).wplay	2024-10-8 15:14:2.215	0.011	0.003	1.005	0.000	0.000	0.000	0.181	-0.467	135.505	93.359	-95.312	-27.441	39.5	3.72	-59	13011
15:48:23.249	WT5500002992(2).wplay	2024-10-8 15:14:2.293	0.009	0.997	-0.042	0.000	0.000	0.000	92.406	-0.615	147.865	80.273	-57.812	131.738	39.6	3.67	-69	13011
15:48:23.250	WT5500002992(2).wplay	2024-10-8 15:14:2.315	0.011	0.004	1.007	0.000	0.000	0.000	0.176	-0.467	135.511	93.359	-95.312	-27.246	39.5	3.72	-59	13011
15:48:23.261	WT5500002992(2).wplay	2024-10-8 15:14:2.415	0.011	1.000	-0.042	0.000	0.000	0.000	92.406	-0.615	147.870	80.273	-57.910	132.227	39.6	3.67	-69	13011
15:48:23.279	WT5500002992(2).wplay	2024-10-8 15:14:2.493	0.008	0.998	-0.041	0.000	0.000	0.000	92.401	-0.615	147.876	80.176	-57.812	131.543	39.6	3.67	-69	13011
15:48:23.306	WT5500002992(2).wplay	2024-10-8 15:14:2.615	0.011	0.003	1.005	0.000	0.000	0.000	0.176	-0.467	135.511	93.359	-95.410	-27.441	39.5	3.72	-59	13011
15:48:23.306	WT5500002992(2).wplay	2024-10-8 15:14:2.793	0.009	0.999	-0.042	0.000	0.000	0.000	92.401	-0.615	147.876	80.566	-57.617	131.543	39.7	3.67	-69	13011
15:48:23.331	WT5500002992(2).wplay	2024-10-8 15:14:2.915	0.011	0.003	1.005	0.000	0.000	0.000	0.176	-0.472	135.511	93.359	-95.410	-27.441	39.5	3.72	-58	13011
15:48:23.332	WT5500002992(2).wplay	2024-10-8 15:14:2.993	0.008	0.998	-0.042	0.000	0.000	0.000	92.401	-0.621	147.887	80.371	-57.812	131.543	39.7	3.67	-69	13011
15:48:23.332	WT5500002992(2).wplay	2024-10-8 15:14:3.15	0.011	0.003	1.005	0.000	0.000	0.000	0.176	-0.472	135.511	93.262	-95.410	-27.539	39.4	3.72	-58	13011
15:48:23.364	WT5500002992(2).wplay	2024-10-8 15:14:3.93	0.009	0.998	-0.042	0.000	0.000	0.000	92.395	-0.621	147.876	80.566	-57.715	131.543	39.6	3.67	-65	13011
15:48:23.364	WT5500002992(2).wplay	2024-10-8 15:14:3.215	0.011	0.002	1.006	0.000	0.000	0.000	0.176	-0.472	135.511	93.359	-95.312	-27.441	39.5	3.72	-58	13011
15:48:23.473	WT5500002992(2).wplay	2024-10-8 15:14:3.315	0.011	0.998	-0.042	0.000	0.000	0.000	92.395	-0.621	147.881	80.176	-57.520	131.543	39.6	3.67	-65	13011
15:48:23.473	WT5500002992(2).wplay	2024-10-8 15:14:3.393	0.008	0.997	-0.042	0.000	0.000	0.000	92.395	-0.615	147.881	80.273	-57.715	131.445	39.6	3.67	-65	13011
15:48:23.507	WT5500002992(2).wplay	2024-10-8 15:14:3.415	0.011	0.003	1.006	0.000	0.000	0.000	0.176	-0.472	135.511	93.359	-95.312	-27.441	39.5	3.72	-58	13011
15:48:23.508	WT5500002992(2).wplay	2024-10-8 15:14:3.615	0.011	0.999	-0.042	0.000	0.000	0.000	92.395	-0.615	147.887	80.273	-57.422	131.836	39.6	3.67	-65	13011
15:48:23.542	WT5500002992(2).wplay	2024-10-8 15:14:3.693	0.009	0.999	-0.042	0.000	0.000	0.000	92.395	-0.615	147.876	80.566	-57.715	131.445	39.7	3.67	-65	13011
15:48:23.543	WT5500002992(2).wplay	2024-10-8 15:14:3.793	0.006	0.002	1.006	0.000	0.000	0.000	0.176	-0.467	135.511	93.359	-95.410	-27.539	39.5	3.72	-58	13011
15:48:23.546	WT5500002992(2).wplay	2024-10-8 15:14:3.715	0.012	0.003	1.007	0.000	0.000	0.000	0.170	-0.467	135.511	93.652	-95.312	-27.441	39.5	3.72	-61	13011
15:48:23.546	WT5500002992(2).wplay	2024-10-8 15:14:3.815	0.009	0.998	-0.041	0.000	0.000	0.000	92.395	-0.615	147.876	80.273	-57.715	131.543	39.6	3.67	-65	13011
15:48:23.550	WT5500002992(2).wplay	2024-10-8 15:14:3.893	0.007	1.000	-0.043	0.000	0.000	0.000	92.390	-0.615	147.876	80.566	-57.617	131.543	39.7	3.67	-65	13011
15:48:23.552	WT5500002992(2).wplay	2024-10-8 15:14:3.915	0.010	0.003	1.006	0.000	0.000	0.000	0.176	-0.472	135.505	93.555	-95.312	-27.441	39.4	3.72	-61	13011
15:48:23.581	WT5500002992(2).wplay	2024-10-8 15:14:3.993	0.008	0.998	-0.042	0.000	0.000	0.000	92.395	-0.615	147.859	81.445	-57.715	131.641	39.6	3.67	-65	13011
15:48:23.583	WT5500002992(2).wplay	2024-10-8 15:14:4.15	0.010	0.001	1.005	0.000	0.000	0.000	0.170	-0.467	135.500	93.359	-95.312	-27.344	39.5	3.72	-61	13011
15:48:23.594	WT5500002992(2).wplay	2024-10-8 15:14:4.115	0.011	0.997	-0.040	0.000	0.000	0.000	92.390	-0.615	147.854	80.566	-57.715	131.543	39.7	3.67	-67	13011
15:48:23.878	WT5500002992(2).wplay	2024-10-8 15:14:4.293	0.008	0.997	-0.043	0.000	0.000	0.000	92.390	-0.615	147.854	80.176	-57.617	131.445	39.7	3.67	-67	13011
15:48:23.892	WT5500002992(2).wplay	2024-10-8 15:14:4.415	0.012	0.004	1.006	0.000	0.000	0.000	0.170	-0.472	135.500	93.359	-95.312	-27.441	39.5	3.72	-61	13011
15:48:23.897	WT5500002992(2).wplay	2024-10-8 15:14:4.493	0.009	0.997	-0.041	0.000	0.000	0.000	92.390	-0.621	147.859	80.469	-57.715	131.836	39.7	3.67	-67	13011
15:48:23.912	WT5500002992(2).wplay	2024-10-8 15:14:4.593	0.007	0.003	1.005	0.000	0.000	0.000	0.170	-0.472	135.500	93.359	-95.312	-26.953	39.5	3.72	-61	13011
15:48:23.912	WT5500002992(2).wplay	2024-10-8 15:14:4.515	0.011	0.003	1.007	0.000	0.000	0.000	0.176	-0.472	135.494	93.359	-95.215	-27.539	39.5	3.72	-61	13011
15:48:23.925	WT5500002992(2).wplay	2024-10-8 15:14:4.615	0.010	0.997	-0.042	0.000	0.000	0.000	92.390	-0.621	147.865	80.371	-57.617	132.031	39.6	3.67	-67	13011
15:48:23.926	WT5500002992(2).wplay	2024-10-8 15:14:4.693	0.010	0.999	-0.042	0.000	0.000	0.000	92.390	-0.621	147.865	80.273	-57.520	131.738	39.7	3.67	-67	13011
15:48:23.931	WT5500002992(2).wplay	2024-10-8 15:14:4.793	0.010	0.002	1.003	0.000	0.000	0.000	0.176	-0.472	135.494	93.262	-95.215	-27.344	39.5	3.72	-61	13011
15:48:23.944	WT5500002992(2).wplay	2024-10-8 15:14:4.893	0.009	0.004	1.004	0.000	0.000	0.000	0.176	-0.467	135.494	93.359	-95.215	-27.441	39.5	3.72	-60	13011
15:48:23.949	WT5500002992(2).wplay	2024-10-8 15:14:5.15	0.008	0.003	1.007	0.000	0.000	0.000	0.170	-0.472	135.494	93.262	-95.312	-27.539	39.4	3.72	-60	13011
15:48:23.969	WT5500002992(2).wplay	2024-10-8 15:14:5.193	0.009	1.000	-0.044	0.000	0.000	0.000	92.390	-0.621	147.854	80.371	-57.520	131.836	39.7	3.67	-64	13011
15:48:23.976	WT5500002992(2).wplay	2024-10-8 15:14:5.215	0.013	0.006	1.006	0.000	0.000	0.000	0.170	-0.467	135.494	93.359	-95.312	-27.441	39.5	3.72	-60	13011
15:48:23.977	WT5500002992(2).wplay	2024-10-8 15:14:5.315	0.011	0.997	-0.043	0.000	0.000	0.000	92.384	-0.621	147.865	80.371	-57.715	132.129	39.7	3.67	-64	13011
15:48:23.995	WT5500002992(2).wplay	2024-10-8 15:14:5.393	0.007	0.997	-0.042	0.000	0.000	0.000	92.390	-0.621	147.865	80.664	-57.715	131.543	39.7	3.67	-64	13011
15:48:23.995	WT5500002992(2).wplay	2024-10-8 15:14:5.415	0.009	0.002	1.006	0.000	0.000	0.000	0.170	-0.467	135.494	93.457	-95.508	-27.344	39.5	3.72	-60	13011
15:48:23.998	WT5500002992(2).wplay	2024-10-8 15:14:5.493	0.007	0.999	-0.041	0.000	0.000	0.000	92.390	-0.621	147.859	80.371	-57.617	131.543	39.7	3.67	-64	13011
15:48:24.010	WT5500002992(2).wplay	2024-10-8 15:14:5.593	0.006	0.004	1.007	0.000	0.000	0.000	0.176	-0.467	135.494	93.457	-95.312	-27.441	39.5	3.72	-60	13011
15:48:24.011	WT5500002992(2).wplay	2024-10-8 15:14:5.615	0.008	0.001	1.006	0.000	0.000	0.000	0.170	-0.467	135.494	93.359	-95.312	-27.539	39.5	3.72	-60	13011
15:48:24.025	WT5500002992(2).wplay	2024-10-8 15:14:5.693	0.006	0.998	-0.039	0.000	0.000	0.000	92.384	-0.621	147.870	80.469	-58.105	132.227	39.7	3.67	-64	13011
15:48:24.026	WT5500002992(2).wplay	2024-10-8 15:14:5.793	0.013	0.009	0.995	0.000	0.000	0.000	0.176	-0.472	135.494	93.262	-95.215	-27.441	39.5	3.72	-60	13011
15:48:24.037	WT5500002992(2).wplay	2024-10-8 15:14:5.893	0.008	0.002	1.012	0.000	0.061	0.000	0.176	-0.478	135.494	93.262	-95.410	-27.539	39.5	3.72	-58	13011
15:48:24.047	WT5500002992(2).wplay	2024-10-8 15:14:5.993	0.008	0.006	1.007	0.000	0.000	0.000	0.165	-0.472	135.500	93.359	-95.410	-27.344	39.5	3.72	-58	13011
15:48:24.061	WT5500002992(2).wplay	2024-10-8 15:14:6.93	0.009	0.007	1.004	0.000	0.000	0.000	0.176	-0.478	135.500	93.457	-95.410	-27.441	39.5	3.72	-58	13011
15:48:24.070	WT5500002992(2).wplay	2024-10-8 15:14:6.193	0.007	0.000	1.005	-0.061	0.000	0.000	0.170	-0.472	135.500	93.359	-95.410	-27.441	39.5	3.72	-58	13011
15:48:24.071	WT5500002992(2).wplay	2024-10-8 15:14:6.293	0.007	0.005	1.006	0.000	0.000	0.000	0.165	-0.472	135.500	93.359	-95.410	-27.441	39.5	3.72	-58	13011
15:48:24.075	WT5500002992(2).wplay	2024-10-8 15:14:6.315	0.009	0.001	1.006	0.000	0.000	0.000	0.170	-0.478	135.494	93.652	-95.410	-27.539	39.5	3.72	-58	13011
15:48:24.085	WT5500002992(2).wplay	2024-10-8 15:14:6.393	0.007	0.998	-0.040	0.000	0.000	0.000	92.384	-0.615	147.859	80.371	-57.715	131.543	39.6	3.67	-62	13011
15:48:24.101	WT5500002992(2).wplay	2024-10-8 15:14:6.415	0.010	0.003	1.006	0.000	0.000	0.000	0.165	-0.472	135.494	93.457	-95.312	-27.637	39.5	3.72	-58	13011
15:48:24.102	WT5500002992(2).wplay	2024-10-8 15:14:6.515	0.010	0.998	-0.041	0.000	0.000	0.000	92.384	-0.615	147.854	80.469	-57.617	131.348	39.7	3.67	-62	13011
15:48:24.103	WT5500002992(2).wplay	2024-10-8 15:14:6.593	0.009	0.997	-0.042	0.000	0.000	0.000	92.384	-0.615	147.854	80.371	-57.520	131.543	39.7	3.67	-62	13011
15:48:24.114	WT5500002992(2).wplay	2024-10-8 15:14:6.693	0.009	0.003	1.006	0.000	0.000	0.000	0.165	-0.472	135.494	93.262	-95.312	-27.539	39.5	3.72	-58	13011
15:48:24.128	WT5500002992(2).wplay	2024-10-8 15:14:6.793	0.007	0.003	1.008	-0.061	-0.061	0.000	0.165	-0.472	135.494	93.359	-95.410	-27.441	39.5	3.72	-58	13011
15:48:24.128	WT5500002992(2).wplay	2024-10-8 15:14:6.893	0.008	0.002	1.004	0.000	0.000	0.000	0.159	-0.472	135.500	93.359	-95.312	-27.539	39.4	3.72	-59	13011
15:48:24.147	WT5500002992(2).wplay	2024-10-8 15:14:6.993	0.008	0.001	1.005	0.000	0.000	0.000	0.165	-0.478	135.500	93.262	-95.312	-27.637	39.5	3.72	-59	13011
15:48:24.147	WT5500002992(2).wplay	2024-10-8 15:14:7.115	0.012	0.003	1.006	0.000	0.000	0.000	0.159	-0.478	135.500	93.262	-95.215	-27.539	39.5	3.72	-59	13011
15:48:24.171	WT5500002992(2).wplay	2024-10-8 15:14:7.193	0.009	0.998	-0.042	0.000	0.000	0.000	92.379	-0.621	147.876	80.371	-57.812	131.641	39.7	3.67	-63	13011
15:48:24.172	WT5500002992(2).wplay	2024-10-8 15:14:7.293	0.009	0.002	1.006	0.000	0.000	0.000	0.159	-0.478	135.494	93.359	-95.410	-27.637	39.5	3.72	-59	13011
15:48:24.184	WT5500002992(2).wplay	2024-10-8 15:14:7.393	0.008	0.004	1.005	0.000	0.000	0.000	0.159	-0.478	135.500	93.262	-95.215	-27.539	39.4	3.72	-59	13011
15:48:24.185	WT5500002992(2).wplay	2024-10-8 15:14:7.515	0.010	0.002	1.006	0.000	0.000	0.000	0.159	-0.478	135.500	93.457	-95.312	-27.539	39.5	3.72	-59	13011
15:48:24.194	WT5500002992(2).wplay	2024-10-8 15:14:7.593	0.008	0.997	-0.042	0.000	0.000	0.000	92.373	-0.626	147.892	80.371	-57.617	131.445	39.7	3.67	-63	13011
15:48:24.194	WT5500002992(2).wplay	2024-10-8 15:14:7.615	0.010	0.002	1.005	0.000	0.000	0.000	0.159	-0.472	135.500	93.359	-95.312	-27.539	39.5	3.72	-59	13011
15:48:24.213	WT5500002992(2).wplay	2024-10-8 15:14:7.715	0.009	0.997	-0.041	0.000	0.000	0.000	92.373	-0.626	147.892	80.273	-57.812	131.348	39.7	3.67	-63	13011
15:48:24.214	WT5500002992(2).wplay	2024-10-8 15:14:7.815	0.010	1.002	-0.042	0.000	0.000	0.000	92.373	-0.626	147.892	80.273	-57.812	131.445	39.7	3.67	-63	13011
15:48:24.230	WT5500002992(2).wplay	2024-10-8 15:14:7.893	0.009	0.997	-0.042	0.000	0.000	0.000	92.373	-0.626	147.887	80.273	-57.812	131.348	39.7	3.67	-63	13011
15:48:24.231	WT5500002992(2).wplay	2024-10-8 15:14:8.15	0.013	0.001	1.005	0.000	0.000	0.000	0.154	-0.478	135.500	93.262	-95.215	-27.637	39.5	3.72	-61	13011
15:48:24.243	WT5500002992(2).wplay	2024-10-8 15:14:8.115	0.011	0.998	-0.042	0.000	0.000	0.000	92.368	-0.626	147.876	80.371	-57.715	131.250	39.7	3.67	-64	13011
15:48:24.255	WT5500002992(2).wplay	2024-10-8 15:14:8.215	0.011	0.998	-0.041	0.000	0.000	0.000	92.368	-0.626	147.876	80.273	-57.617	131.445	39.7	3.67	-64	13011
