PCTime	MagType	HX	HY	HZ	AsX	AsY	AsZ	Q0	Q1	Q2	Q3
2025-08-06 14:35:43.183	3	-3.640	-40.807	-42.562	0.0000	-0.1831	-19.0430	0.62955	-0.00049	-0.00076	-0.77689
2025-08-06 14:35:43.389	3	-1.430	-41.236	-42.536	0.0610	0.0000	-15.8691	0.60742	-0.00049	-0.00076	-0.79431
2025-08-06 14:35:43.593	3	1.378	-41.535	-42.523	0.0610	0.0000	-25.6958	0.58255	-0.00070	-0.00089	-0.81271
2025-08-06 14:35:43.726	3	4.121	-41.691	-42.458	0.2441	-0.1221	-36.3770	0.55606	-0.00052	-0.00113	-0.83109
2025-08-06 14:35:44.191	3	9.737	-41.379	-42.458	0.0000	0.0000	-4.5776	0.49188	-0.00131	-0.00082	-0.87061
2025-08-06 14:35:44.626	3	11.895	-41.054	-42.614	0.0000	0.0000	-9.8877	0.46927	-0.00131	-0.00079	-0.88300
2025-08-06 14:35:44.844	3	15.119	-40.274	-42.497	0.0610	0.0000	-24.5361	0.43298	-0.00143	-0.00092	-0.90134
2025-08-06 14:35:45.003	3	17.238	-39.637	-42.666	0.0610	0.0000	-23.3765	0.40714	-0.00137	-0.00104	-0.91330
2025-08-06 14:35:45.143	3	19.968	-38.688	-42.484	0.1831	0.0000	-37.1704	0.37610	-0.00140	-0.00116	-0.92651
2025-08-06 14:35:45.376	3	21.957	-37.778	-42.575	0.0610	-0.0610	-21.6064	0.34503	-0.00153	-0.00137	-0.93854
2025-08-06 14:35:45.438	3	25.428	-35.867	-42.692	0.3662	0.0000	-58.0444	0.30099	-0.00143	-0.00156	-0.95358
2025-08-06 14:35:45.584	3	26.975	-34.684	-42.640	0.0000	0.0000	-19.5313	0.27011	-0.00171	-0.00156	-0.96277
2025-08-06 14:35:45.780	3	29.263	-33.137	-42.666	0.1221	0.0000	-24.3530	0.23694	-0.00177	-0.00162	-0.97147
2025-08-06 14:35:45.920	3	31.148	-31.421	-42.822	0.1221	-0.0610	-34.6069	0.20541	-0.00180	-0.00177	-0.97864
2025-08-06 14:35:45.990	3	32.604	-29.952	-42.692	0.2441	-0.0610	-43.2129	0.18011	-0.00195	-0.00198	-0.98358
2025-08-06 14:35:46.060	3	33.878	-28.548	-42.757	0.1831	0.0000	-40.1611	0.15485	-0.00201	-0.00214	-0.98788
2025-08-06 14:35:46.130	3	34.840	-27.352	-42.744	0.0000	0.0610	-30.7007	0.13196	-0.00198	-0.00226	-0.99121
2025-08-06 14:35:46.417	3	37.479	-23.686	-42.822	0.1831	-0.1221	-21.5454	0.06912	-0.00186	-0.00198	-0.99756
2025-08-06 14:35:46.549	3	38.519	-22.022	-42.926	0.1831	0.0000	-34.8511	0.04196	-0.00192	-0.00186	-0.99908
2025-08-06 14:35:46.622	3	39.494	-20.020	-42.952	0.0000	0.1221	-50.0488	0.01593	-0.00198	-0.00192	-0.99982
2025-08-06 14:35:46.761	3	40.469	-17.680	-43.017	0.2441	-0.3052	-26.7944	-0.02307	-0.00226	-0.00226	-0.99969
2025-08-06 14:35:47.105	3	41.834	-13.260	-43.147	0.0000	-0.0610	-19.2261	-0.08838	-0.00238	-0.00226	-0.99603
2025-08-06 14:35:47.235	3	42.328	-11.284	-43.134	0.0000	0.0610	-17.8223	-0.11560	-0.00220	-0.00217	-0.99326
2025-08-06 14:35:48.289	3	42.666	-9.685	-43.069	0.0000	0.0000	-16.8457	-0.13571	-0.00238	-0.00146	-0.99069
2025-08-06 14:35:48.497	3	42.991	-6.669	-43.186	0.1831	-0.1221	-40.2832	-0.17395	-0.00278	-0.00198	-0.98471
2025-08-06 14:35:48.770	3	43.186	-2.665	-43.199	0.0610	0.0000	-21.3623	-0.22897	-0.00238	-0.00192	-0.97339
2025-08-06 14:35:49.004	3	43.108	-0.715	-43.225	0.0000	0.0000	-15.8691	-0.25400	-0.00241	-0.00198	-0.96716
2025-08-06 14:35:49.074	3	42.861	1.599	-43.238	0.0000	0.0000	-14.0381	-0.28635	-0.00262	-0.00189	-0.95807
2025-08-06 14:35:49.388	3	42.445	4.082	-43.290	0.3052	0.0000	-46.8750	-0.31354	-0.00278	-0.00214	-0.94952
2025-08-06 14:35:49.458	3	40.534	10.257	-43.433	0.0000	0.1221	-33.7524	-0.39935	-0.00336	-0.00284	-0.91675
2025-08-06 14:35:49.753	3	37.661	15.769	-43.550	-8.1787	-4.1504	-16.6626	-0.47482	-0.00284	0.00143	-0.88000
2025-08-06 14:35:49.951	3	37.128	17.199	-43.277	0.0610	0.2441	-4.2725	-0.48956	0.00217	0.00775	-0.87189
2025-08-06 14:35:50.764	3	36.361	18.343	-43.472	0.1831	0.0000	-32.2266	-0.51163	-0.00262	-0.00140	-0.85913
2025-08-06 14:35:50.835	3	35.490	19.682	-43.433	0.1831	0.0000	-30.5176	-0.53140	-0.00269	-0.00180	-0.84705
2025-08-06 14:35:50.906	3	34.164	21.320	-43.459	0.4272	0.0000	-57.4341	-0.55032	-0.00269	-0.00189	-0.83490
2025-08-06 14:35:50.971	3	33.098	22.568	-43.472	0.2441	0.0000	-49.7437	-0.57227	-0.00284	-0.00232	-0.82001
2025-08-06 14:35:51.037	3	30.862	24.726	-43.485	0.6104	-0.0610	-108.3984	-0.59970	-0.00287	-0.00290	-0.80017
2025-08-06 14:35:51.110	3	28.509	26.741	-43.511	0.1831	-0.4272	-47.9736	-0.63687	-0.00311	-0.00269	-0.77087
2025-08-06 14:35:51.183	3	27.066	27.742	-43.498	0.3052	0.0000	-52.9175	-0.65488	-0.00327	-0.00232	-0.75565
2025-08-06 14:35:51.255	3	25.610	28.821	-43.511	0.0610	-0.1221	-26.8555	-0.67578	-0.00317	-0.00244	-0.73703
2025-08-06 14:35:51.388	3	22.724	30.498	-43.511	0.0000	-0.3052	-35.4004	-0.70663	-0.00333	-0.00278	-0.70749
2025-08-06 14:35:51.528	3	20.930	31.356	-43.524	0.0000	0.0000	-7.5073	-0.72711	-0.00330	-0.00269	-0.68640
2025-08-06 14:35:51.658	3	19.175	32.006	-43.563	0.0000	0.0610	-16.6016	-0.74393	-0.00323	-0.00293	-0.66818
2025-08-06 14:35:51.797	3	16.757	32.760	-43.563	0.4272	0.0000	-52.0020	-0.76178	-0.00320	-0.00293	-0.64774
2025-08-06 14:35:52.071	3	14.729	33.345	-43.563	0.3052	0.0610	-44.0063	-0.77914	-0.00311	-0.00272	-0.62674
2025-08-06 14:35:52.137	3	8.632	34.528	-43.524	0.3052	0.1831	-33.3252	-0.82693	-0.00314	-0.00247	-0.56219
2025-08-06 14:35:52.217	3	6.565	34.580	-43.498	0.3052	0.0000	-52.4292	-0.83765	-0.00317	-0.00253	-0.54611
2025-08-06 14:35:52.290	3	4.017	34.697	-43.485	0.0610	-0.1831	-33.5083	-0.85944	-0.00323	-0.00259	-0.51114
2025-08-06 14:35:52.361	3	1.547	34.567	-43.459	0.2441	0.0000	-42.6025	-0.87268	-0.00339	-0.00272	-0.48816
2025-08-06 14:35:52.431	3	-1.053	34.320	-43.537	0.2441	-0.1831	-60.6079	-0.88660	-0.00336	-0.00287	-0.46243
2025-08-06 14:35:52.527	3	-2.756	33.904	-43.472	0.2441	0.0000	-41.5039	-0.89828	-0.00345	-0.00305	-0.43930
2025-08-06 14:35:52.599	3	-5.408	33.488	-43.537	0.0610	0.0000	-21.4844	-0.91339	-0.00336	-0.00281	-0.40695
2025-08-06 14:35:52.671	3	-7.527	32.890	-43.394	0.1831	-0.1221	-39.4897	-0.92203	-0.00323	-0.00232	-0.38696
2025-08-06 14:35:52.741	3	-9.282	32.175	-43.511	0.3052	0.0000	-44.7388	-0.93082	-0.00320	-0.00256	-0.36530
2025-08-06 14:35:52.821	3	-10.738	31.525	-43.511	0.1831	0.0000	-35.7056	-0.93771	-0.00330	-0.00305	-0.34726
2025-08-06 14:35:52.894	3	-13.169	30.498	-43.628	0.1831	0.0000	-35.6445	-0.94882	-0.00320	-0.00308	-0.31564
2025-08-06 14:35:53.702	3	-16.172	29.081	-43.485	0.4272	-0.1221	-79.9561	-0.95892	-0.00250	-0.00150	-0.28342
2025-08-06 14:35:53.773	3	-20.254	26.676	-43.368	0.4883	-0.2441	-95.3369	-0.97324	-0.00296	-0.00140	-0.22958
2025-08-06 14:35:53.834	3	-23.049	24.453	-43.264	0.4272	0.1831	-73.7915	-0.98270	-0.00333	-0.00113	-0.18497
2025-08-06 14:35:53.900	3	-24.349	23.374	-43.238	0.0610	0.0000	-17.8223	-0.98767	-0.00317	-0.00085	-0.15625
2025-08-06 14:35:54.042	3	-25.766	22.009	-43.186	0.1221	0.0000	-30.0903	-0.99091	-0.00299	-0.00153	-0.13419
2025-08-06 14:35:54.114	3	-27.274	20.215	-43.173	0.1831	0.1831	-40.3442	-0.99432	-0.00305	-0.00162	-0.10583
2025-08-06 14:35:54.184	3	-28.548	18.629	-43.212	0.2441	0.0000	-44.7388	-0.99661	-0.00281	-0.00183	-0.08154
2025-08-06 14:35:54.255	3	-29.887	16.744	-43.173	0.1831	0.0000	-52.8564	-0.99850	-0.00266	-0.00183	-0.05344
2025-08-06 14:35:54.436	3	-31.824	13.507	-43.160	0.0610	0.0000	-19.4702	-0.99994	-0.00253	-0.00137	-0.00443
2025-08-06 14:35:54.568	3	-33.124	10.855	-43.108	0.1221	-0.0610	-33.6914	-0.99951	-0.00253	-0.00116	0.02957
2025-08-06 14:35:54.709	3	-33.709	8.931	-43.134	-0.0610	0.0610	0.0000	-0.99805	-0.00232	-0.00134	0.06165
2025-08-06 14:35:55.190	3	-34.385	7.319	-43.121	0.2441	0.0000	-83.9233	-0.99750	-0.00180	-0.00055	0.07007
2025-08-06 14:35:55.336	3	-35.607	1.014	-43.147	0.1221	0.0610	-47.3022	-0.98712	-0.00198	-0.00116	0.15973
2025-08-06 14:35:55.409	3	-35.828	-2.132	-43.121	0.4272	-0.1831	-77.6978	-0.98108	-0.00204	-0.00101	0.19327
2025-08-06 14:35:55.480	3	-35.724	-4.264	-43.134	0.1221	0.0000	-37.9028	-0.97440	-0.00226	-0.00092	0.22455
2025-08-06 14:35:55.549	3	-35.646	-6.292	-43.147	0.1831	0.0000	-38.0859	-0.96799	-0.00211	-0.00061	0.25082
2025-08-06 14:35:55.620	3	-35.334	-8.437	-43.173	0.0610	0.0610	-42.2974	-0.96082	-0.00204	-0.00058	0.27698
2025-08-06 14:35:55.690	3	-34.944	-10.452	-43.160	0.2441	-0.1221	-47.1191	-0.95337	-0.00204	-0.00061	0.30161
2025-08-06 14:35:55.757	3	-34.528	-12.116	-43.160	0.2441	-0.2441	-28.2593	-0.94574	-0.00204	-0.00052	0.32474
2025-08-06 14:35:57.018	3	-33.917	-14.209	-43.056	0.1221	0.0000	-34.8511	-0.93777	-0.00104	-0.00015	0.34705
2025-08-06 14:35:57.371	3	-33.254	-16.120	-43.134	0.0000	0.0610	-28.8086	-0.92792	-0.00089	-0.00018	0.37268
2025-08-06 14:35:57.442	3	-32.084	-18.408	-43.134	0.1221	0.0000	-30.0293	-0.91516	-0.00089	-0.00021	0.40298
2025-08-06 14:35:57.572	3	-30.615	-21.073	-43.160	0.2441	0.0000	-39.9170	-0.89896	-0.00128	-0.00031	0.43793
2025-08-06 14:35:57.711	3	-28.769	-23.920	-43.134	0.3662	0.0610	-49.9878	-0.87906	-0.00125	-0.00012	0.47662
2025-08-06 14:35:57.782	3	-27.430	-25.649	-43.147	0.3052	0.0000	-46.8140	-0.86481	-0.00159	-0.00009	0.50198
2025-08-06 14:35:57.853	3	-25.220	-28.223	-43.069	0.4883	-0.0610	-60.7910	-0.84354	-0.00204	0.00006	0.53696
2025-08-06 14:35:57.925	3	-23.478	-29.978	-43.017	0.4883	-0.0610	-72.0825	-0.82651	-0.00241	0.00034	0.56281
2025-08-06 14:35:57.987	3	-20.943	-32.201	-43.004	0.2441	0.0000	-50.5981	-0.80048	-0.00253	0.00058	0.59927
2025-08-06 14:35:58.059	3	-18.187	-34.203	-43.056	0.5493	0.2441	-53.5889	-0.77515	-0.00211	0.00064	0.63171
2025-08-06 14:35:58.194	3	-14.872	-36.127	-43.017	0.0610	0.0610	-33.0200	-0.74185	-0.00107	0.00079	0.67050
2025-08-06 14:35:58.328	3	-11.466	-37.739	-42.991	0.0610	0.0000	-10.9863	-0.70935	-0.00153	0.00089	0.70477
2025-08-06 14:35:58.468	3	-9.035	-38.636	-42.965	0.0610	0.0000	-21.5454	-0.68561	-0.00116	0.00085	0.72791
2025-08-06 14:35:58.750	3	-2.041	-40.261	-43.030	0.0000	-0.4883	-40.5884	-0.61624	-0.00055	0.00107	0.78748
2025-08-06 14:35:58.817	3	0.130	-40.586	-43.017	0.1831	-0.2441	-56.5796	-0.59677	-0.00055	0.00116	0.80234
2025-08-06 14:35:58.957	3	2.990	-40.820	-43.030	0.2441	0.0610	-29.1138	-0.56464	-0.00058	0.00125	0.82529
2025-08-06 14:35:59.169	3	6.422	-40.846	-42.991	0.2441	0.0000	-46.0205	-0.53094	-0.00055	0.00137	0.84735
2025-08-06 14:35:59.299	3	10.348	-40.495	-42.978	0.0000	-0.1831	-22.8882	-0.48383	-0.00009	0.00150	0.87509
2025-08-06 14:36:01.307	3	8.346	-40.703	-42.952	-0.0610	0.1221	10.6201	-0.49957	0.00150	0.00018	0.86621
2025-08-06 14:36:04.381	3	-19.760	-33.670	-42.835	-0.0610	0.0000	0.0000	-0.77512	0.00095	-0.00073	0.63174
2025-08-06 14:36:05.507	3	-30.264	-22.698	-43.095	-0.6104	0.0000	68.6035	-0.87317	0.00302	-0.00195	0.48734
2025-08-06 14:36:06.137	3	-34.697	3.536	-43.602	-0.9155	0.3662	147.3389	-0.98596	0.00281	-0.00259	0.16666
2025-08-06 14:36:06.208	3	-32.747	9.373	-43.758	-0.5493	0.1831	106.9946	-0.99625	0.00317	-0.00247	0.08591
2025-08-06 14:36:06.276	3	-29.978	14.521	-43.862	-0.6104	0.1221	99.7314	-0.99988	0.00296	-0.00290	0.01025
2025-08-06 14:36:06.666	3	-28.678	16.497	-43.849	-0.5493	0.1831	111.3281	-0.99982	0.00317	-0.00299	-0.01599
2025-08-06 14:36:06.732	3	-3.705	33.033	-43.992	-0.1831	0.3662	23.6206	-0.91458	0.00201	-0.00165	-0.40427
2025-08-06 14:36:06.874	3	0.390	33.683	-44.005	-0.4272	0.2441	54.6875	-0.89523	0.00162	-0.00226	-0.44550
2025-08-06 14:36:07.333	3	10.413	33.566	-44.070	-0.2441	0.1221	27.1606	-0.82690	0.00061	-0.00211	-0.56226
2025-08-06 14:36:07.465	3	13.000	33.176	-43.940	-0.1831	0.1221	33.2642	-0.80646	-0.00015	-0.00183	-0.59119
2025-08-06 14:36:07.992	3	21.723	29.458	-44.525	15.0146	0.5493	30.5786	-0.72910	-0.00543	-0.00632	-0.68430
2025-08-06 14:36:08.052	3	22.022	27.807	-45.591	42.7246	0.4272	8.6670	-0.72266	-0.01593	-0.01608	-0.69077
2025-08-06 14:36:08.555	3	26.598	21.723	-47.346	-1.0986	3.4790	25.8789	-0.67151	-0.04379	-0.04868	-0.73804
2025-08-06 14:36:08.623	3	27.664	20.904	-47.151	-4.4556	3.8452	28.7476	-0.65756	-0.04297	-0.04968	-0.75046
2025-08-06 14:36:08.915	3	28.743	19.786	-47.281	9.5825	3.8452	26.9165	-0.64359	-0.04385	-0.05276	-0.76224
2025-08-06 14:36:08.985	3	33.332	11.440	-47.957	44.8608	7.5073	34.1187	-0.57086	-0.06061	-0.08752	-0.81403
2025-08-06 14:36:09.296	3	38.064	1.560	-46.761	19.9585	5.7373	4.8218	-0.52722	-0.07877	-0.18719	-0.82504
2025-08-06 14:36:09.370	3	37.271	-0.481	-47.476	39.6729	-22.6440	13.1836	-0.52332	-0.09149	-0.19760	-0.82376
2025-08-06 14:36:09.442	3	36.686	-2.444	-47.814	14.2822	-7.5684	20.9351	-0.51410	-0.11066	-0.20639	-0.82507
2025-08-06 14:36:09.514	3	35.243	-5.798	-48.620	48.9502	-24.9023	39.6729	-0.49902	-0.13531	-0.21341	-0.82886
2025-08-06 14:36:09.588	3	33.332	-9.464	-49.270	45.8374	-18.7378	7.6904	-0.48343	-0.16965	-0.22775	-0.82797
2025-08-06 14:36:10.066	3	34.294	-28.353	-40.937	46.4478	-10.7422	-17.0898	-0.45889	-0.28696	-0.42981	-0.72266
2025-08-06 14:36:10.136	3	34.385	-30.212	-39.390	63.4155	-10.4370	-22.2778	-0.46051	-0.30487	-0.45465	-0.69867
2025-08-06 14:36:10.231	3	34.658	-31.850	-37.986	42.4805	-7.1411	-10.2539	-0.45917	-0.32059	-0.47763	-0.67685
2025-08-06 14:36:10.300	3	35.035	-33.891	-35.646	36.2549	-0.4272	-7.9956	-0.45221	-0.33893	-0.50693	-0.65079
2025-08-06 14:36:10.370	3	35.529	-35.464	-33.462	58.3496	1.0376	-7.8735	-0.44476	-0.34985	-0.52914	-0.63220
2025-08-06 14:36:10.438	3	36.153	-36.361	-31.824	52.7954	-6.9580	-18.1274	-0.43982	-0.35953	-0.54947	-0.61258
2025-08-06 14:36:10.540	3	36.777	-36.751	-30.446	36.4380	-4.5166	-20.9961	-0.43900	-0.36966	-0.56891	-0.58896
2025-08-06 14:36:10.611	3	37.765	-37.141	-28.730	20.4468	-2.2583	-12.2681	-0.43552	-0.37564	-0.59000	-0.56656
2025-08-06 14:36:10.680	3	37.843	-38.077	-27.287	37.0483	-1.8921	0.0000	-0.43027	-0.38443	-0.60236	-0.55145
2025-08-06 14:36:10.752	3	37.752	-39.104	-25.324	45.2271	7.6904	7.0190	-0.41913	-0.39441	-0.61490	-0.53900
2025-08-06 14:36:10.841	3	37.492	-40.430	-23.400	39.9170	7.0190	10.9863	-0.40115	-0.40735	-0.62982	-0.52570
2025-08-06 14:36:10.911	3	37.440	-41.275	-21.268	39.0625	0.9766	3.6621	-0.38730	-0.41858	-0.64432	-0.50946
2025-08-06 14:36:10.983	3	37.323	-41.821	-19.708	43.8843	-2.8687	7.3242	-0.37778	-0.42569	-0.65411	-0.49811
2025-08-06 14:36:11.043	3	37.258	-42.458	-18.109	33.4473	-1.2817	2.8076	-0.36658	-0.43668	-0.66483	-0.48251
2025-08-06 14:36:11.135	3	36.985	-43.264	-15.574	63.4155	3.8452	8.7891	-0.35257	-0.44995	-0.67734	-0.46295
2025-08-06 14:36:11.208	3	36.777	-43.888	-12.662	45.9595	10.7422	6.7139	-0.33133	-0.46359	-0.69302	-0.44147
2025-08-06 14:36:11.279	3	36.907	-44.044	-9.347	56.7017	15.3809	-2.8076	-0.30936	-0.47031	-0.71008	-0.42282
2025-08-06 14:36:11.349	3	37.271	-43.784	-6.708	40.5884	5.2490	-5.4321	-0.29059	-0.47595	-0.72638	-0.40161
2025-08-06 14:36:11.507	3	38.025	-42.809	-2.587	48.8281	4.2725	-6.2256	-0.26682	-0.48288	-0.75000	-0.36475
2025-08-06 14:36:11.580	3	38.363	-42.276	-0.559	41.9922	2.9907	-4.9438	-0.25253	-0.48700	-0.76242	-0.34302
2025-08-06 14:36:11.649	3	38.441	-41.496	1.872	47.3022	10.9253	-1.4038	-0.23688	-0.49109	-0.77332	-0.32343
2025-08-06 14:36:11.817	3	38.233	-40.651	5.174	29.4800	2.3193	3.7842	-0.20673	-0.49844	-0.78864	-0.29456
2025-08-06 14:36:11.959	3	38.532	-39.637	7.176	26.5503	-1.5259	2.6855	-0.19290	-0.50485	-0.79745	-0.26801
2025-08-06 14:36:12.161	3	39.130	-37.778	9.906	18.4326	6.5918	-0.7935	-0.17123	-0.50848	-0.81088	-0.23337
2025-08-06 14:36:12.304	3	39.260	-36.621	11.739	23.0713	-1.9531	-0.9766	-0.15704	-0.51077	-0.81808	-0.21231
2025-08-06 14:36:12.446	3	39.533	-35.282	13.065	22.9492	-8.1787	-0.9155	-0.14508	-0.51678	-0.82281	-0.18643
2025-08-06 14:36:12.585	3	39.962	-33.605	14.534	22.3389	-4.5776	-0.3662	-0.13519	-0.52209	-0.82770	-0.15469
2025-08-06 14:36:12.718	3	40.092	-31.798	16.497	32.5928	0.0000	3.8452	-0.11902	-0.52707	-0.83203	-0.12500
2025-08-06 14:36:12.790	3	40.079	-30.784	17.524	28.6865	-0.3662	1.4648	-0.10901	-0.53049	-0.83356	-0.10852
2025-08-06 14:36:12.934	3	39.949	-29.354	18.889	30.9448	-2.6855	2.3804	-0.09543	-0.53479	-0.83490	-0.08798
2025-08-06 14:36:13.003	3	39.065	-28.444	20.514	26.0620	12.2070	15.8691	-0.07843	-0.54166	-0.83392	-0.07010
2025-08-06 14:36:13.145	3	37.921	-27.365	22.425	34.7290	11.7188	15.8081	-0.05618	-0.55563	-0.82806	-0.04834
2025-08-06 14:36:13.235	3	37.869	-26.091	23.270	44.6167	-13.0615	9.3994	-0.04337	-0.56235	-0.82507	-0.03207
2025-08-06 14:36:13.306	3	38.181	-24.297	24.154	28.2593	-6.2866	1.4648	-0.03110	-0.56702	-0.82306	-0.00183
2025-08-06 14:36:13.379	3	39.078	-23.010	24.180	37.1704	-26.8555	1.2817	-0.02780	-0.56854	-0.82196	0.01712
2025-08-06 14:36:13.449	3	39.598	-21.580	24.388	26.1230	-10.3760	1.5259	-0.02411	-0.57010	-0.82007	0.04218
2025-08-06 14:36:13.539	3	40.417	-20.202	24.596	37.8418	-14.2822	-1.5869	-0.01981	-0.57031	-0.81891	0.06009
2025-08-06 14:36:13.610	3	41.366	-18.174	24.583	33.9355	-16.3574	-10.4370	-0.01447	-0.56534	-0.82025	0.08514
2025-08-06 14:36:13.673	3	42.224	-16.575	24.674	31.3110	-11.2915	-4.5166	-0.00931	-0.56107	-0.82104	0.10428
2025-08-06 14:36:13.835	3	42.861	-13.910	25.025	38.8794	-14.2822	4.0283	0.00461	-0.56259	-0.81467	0.14026
2025-08-06 14:36:13.907	3	43.277	-11.180	25.363	65.6738	-10.5591	8.7891	0.01938	-0.56418	-0.80655	0.17529
2025-08-06 14:36:13.980	3	43.446	-9.282	25.662	35.3394	0.0610	0.9766	0.03491	-0.56445	-0.79895	0.20438
2025-08-06 14:36:14.054	3	43.524	-6.903	25.935	51.6968	0.8545	-8.9111	0.04953	-0.56265	-0.79346	0.22647
2025-08-06 14:36:14.206	3	43.342	-4.537	26.338	45.5933	4.7607	-10.4370	0.06641	-0.55725	-0.79114	0.24298
2025-08-06 14:36:14.280	3	41.951	0.624	27.326	33.5693	7.4463	-8.9111	0.11020	-0.54288	-0.78659	0.27255
2025-08-06 14:36:14.432	3	41.405	3.146	27.404	27.8320	4.3335	-3.2349	0.13104	-0.53641	-0.78052	0.29282
2025-08-06 14:36:14.504	3	41.327	5.434	27.144	41.0156	1.8311	-6.4087	0.14725	-0.53146	-0.77350	0.31216
2025-08-06 14:36:14.646	3	41.574	8.060	26.364	23.1934	-4.0283	-2.5024	0.16260	-0.52188	-0.76584	0.33853
2025-08-06 14:36:14.808	3	41.522	10.946	25.441	22.4609	-0.2441	-7.5684	0.17990	-0.51016	-0.75800	0.36429
2025-08-06 14:36:14.875	3	41.340	12.363	25.038	19.1650	-0.7324	-7.4463	0.18790	-0.50409	-0.75565	0.37341
2025-08-06 14:36:15.033	3	40.911	15.106	24.167	25.2686	-9.4604	0.5493	0.20993	-0.49255	-0.74783	0.39236
2025-08-06 14:36:15.101	3	40.976	16.601	23.348	26.9775	1.6479	-8.7891	0.21445	-0.48666	-0.74203	0.40796
2025-08-06 14:36:15.171	3	40.469	18.161	22.880	36.8042	5.9814	-9.1553	0.22742	-0.48026	-0.73621	0.41895
2025-08-06 14:36:15.241	3	39.923	20.345	21.957	44.0674	7.3242	-12.1460	0.24353	-0.47101	-0.72787	0.43463
2025-08-06 14:36:15.342	3	39.702	22.659	20.475	45.4102	1.1597	-7.7515	0.25827	-0.46158	-0.71750	0.45313
2025-08-06 14:36:15.414	3	39.819	26.195	17.238	58.5938	-9.6436	0.4272	0.28171	-0.44257	-0.69565	0.49066
2025-08-06 14:36:15.484	3	39.663	28.340	14.898	67.5659	-5.1270	-3.9673	0.29608	-0.42853	-0.67905	0.51718
2025-08-06 14:36:15.554	3	39.871	29.926	12.740	57.9834	-5.9814	6.7749	0.30841	-0.41833	-0.66315	0.53851
2025-08-06 14:36:15.641	3	39.858	30.940	11.102	53.5278	0.7935	4.9438	0.31812	-0.41104	-0.64795	0.55670
2025-08-06 14:36:15.705	3	40.014	32.565	8.424	43.7012	4.6997	3.1738	0.33429	-0.39987	-0.62103	0.58527
2025-08-06 14:36:15.766	3	40.326	33.072	6.656	44.1895	-3.4180	6.4697	0.34085	-0.39328	-0.60730	0.60016
2025-08-06 14:36:15.838	3	40.521	33.592	4.862	43.0908	-6.5308	9.3384	0.34729	-0.38580	-0.59256	0.61588
2025-08-06 14:36:15.942	3	40.885	34.125	2.431	43.8232	-8.4839	8.9722	0.35388	-0.37585	-0.57416	0.63541
2025-08-06 14:36:16.011	3	41.041	34.827	-0.611	39.4897	-8.5449	1.2817	0.36282	-0.35922	-0.54965	0.66113
2025-08-06 14:36:16.070	3	40.911	35.360	-2.392	39.0625	-7.6294	-5.9204	0.36792	-0.34851	-0.53857	0.67307
2025-08-06 14:36:16.142	3	40.599	35.945	-4.459	35.8276	-4.8828	-2.4414	0.37506	-0.33264	-0.52805	0.68536
