PCTime	MagType	HX	HY	HZ	AsX	AsY	AsZ	Q0	Q1	Q2	Q3
2025-08-06 14:37:00.458	3	-36.166	-8.853	-43.381	0.0000	0.1221	20.6909	0.96439	-0.00092	0.00049	-0.26428
2025-08-06 14:37:00.670	3	-36.530	-6.253	-43.368	-0.1221	0.0000	23.8647	0.97253	-0.00061	0.00092	-0.23254
2025-08-06 14:37:00.812	3	-36.699	-3.640	-43.420	-0.1221	0.0000	29.9072	0.97937	-0.00037	0.00125	-0.20187
2025-08-06 14:37:00.946	3	-36.504	-0.949	-43.446	-0.0610	0.1221	20.7520	0.98550	-0.00037	0.00128	-0.16940
2025-08-06 14:37:01.198	3	-36.036	2.678	-43.472	0.0000	0.0610	13.1226	0.99243	-0.00046	0.00125	-0.12234
2025-08-06 14:37:01.548	3	-35.672	4.472	-43.459	0.0000	0.0000	6.7749	0.99512	-0.00021	0.00131	-0.09811
2025-08-06 14:37:01.758	3	-35.152	6.344	-43.498	-0.1221	-0.0610	20.9351	0.99707	-0.00027	0.00125	-0.07590
2025-08-06 14:37:01.901	3	-34.580	8.073	-43.550	0.0000	0.2441	19.2871	0.99857	-0.00034	0.00125	-0.05240
2025-08-06 14:37:02.138	3	-33.371	10.985	-43.667	-0.0610	0.0610	20.0806	0.99985	-0.00015	0.00125	-0.01364
2025-08-06 14:37:02.296	3	-32.669	12.428	-43.628	0.0000	0.1221	24.8413	0.99994	-0.00021	0.00128	0.00751
2025-08-06 14:37:02.358	3	-31.603	14.274	-43.628	0.0000	0.0610	22.0337	0.99945	-0.00012	0.00125	0.03201
2025-08-06 14:37:02.501	3	-30.524	16.120	-43.732	-0.0610	0.0610	20.3857	0.99826	-0.00003	0.00122	0.05792
2025-08-06 14:37:02.666	3	-29.237	17.888	-43.719	-0.0610	0.0000	17.5171	0.99631	0.00000	0.00113	0.08517
2025-08-06 14:37:02.808	3	-28.327	19.162	-43.810	0.0000	0.0000	16.1133	0.99451	-0.00003	0.00110	0.10422
2025-08-06 14:37:02.996	3	-27.222	20.514	-43.849	0.0000	0.0000	9.3384	0.99194	0.00006	0.00110	0.12637
2025-08-06 14:37:03.268	3	-25.103	22.672	-43.862	0.0000	0.0610	19.1040	0.98697	0.00009	0.00116	0.16064
2025-08-06 14:37:03.412	3	-23.751	23.816	-43.901	-0.0610	0.0000	18.7378	0.98309	0.00024	0.00104	0.18289
2025-08-06 14:37:03.670	3	-21.918	25.298	-43.849	0.0000	0.1831	16.5405	0.97757	0.00046	0.00104	0.21036
2025-08-06 14:37:03.822	3	-20.618	26.273	-43.979	-0.0610	0.0000	27.2827	0.97324	0.00055	0.00110	0.22961
2025-08-06 14:37:03.962	3	-19.162	27.274	-43.940	0.0000	0.0000	6.7749	0.96750	0.00061	0.00122	0.25272
2025-08-06 14:37:04.183	3	-17.212	28.730	-43.979	0.0000	0.1221	21.3623	0.96069	0.00061	0.00107	0.27747
2025-08-06 14:37:04.317	3	-15.769	29.419	-44.005	0.0000	0.0000	16.0522	0.95456	0.00058	0.00101	0.29782
2025-08-06 14:37:04.507	3	-13.325	30.758	-44.044	0.0000	0.0000	19.4092	0.94431	0.00070	0.00113	0.32889
2025-08-06 14:37:04.828	3	-10.439	31.876	-43.992	0.0000	0.0000	10.8643	0.93073	0.00089	0.00122	0.36557
2025-08-06 14:37:05.168	3	-8.125	32.682	-44.148	-0.1221	0.0000	44.0063	0.92096	0.00104	0.00125	0.38956
2025-08-06 14:37:05.462	3	-5.629	33.423	-44.005	-0.0610	0.0610	19.4092	0.90656	0.00107	0.00110	0.42200
2025-08-06 14:37:05.625	3	-3.497	34.086	-44.044	0.0000	0.0000	15.3198	0.89450	0.00134	0.00073	0.44693
2025-08-06 14:37:05.898	3	-0.650	34.463	-43.979	-0.0610	0.0000	19.5923	0.87885	0.00119	0.00098	0.47699
2025-08-06 14:37:06.098	3	1.729	34.684	-43.979	0.0000	0.0000	13.6108	0.86383	0.00128	0.00110	0.50369
2025-08-06 14:37:06.351	3	3.744	34.788	-44.005	0.0000	0.0000	12.8784	0.85016	0.00137	0.00107	0.52646
2025-08-06 14:37:06.550	3	6.292	34.866	-43.979	-0.0610	0.0000	27.3438	0.83426	0.00150	0.00101	0.55130
2025-08-06 14:37:06.693	3	8.541	34.619	-43.953	-0.0610	0.0000	20.8130	0.81863	0.00140	0.00092	0.57425
2025-08-06 14:37:06.898	3	10.933	34.320	-43.953	-0.0610	0.0000	14.3433	0.79871	0.00143	0.00082	0.60165
2025-08-06 14:37:07.178	3	13.741	33.891	-43.914	0.0000	0.0000	11.6577	0.77563	0.00174	0.00076	0.63107
2025-08-06 14:37:07.311	3	15.392	33.501	-43.888	-0.0610	0.0000	24.5361	0.76434	0.00150	0.00089	0.64471
2025-08-06 14:37:07.453	3	17.576	32.916	-43.862	0.0000	-0.0610	20.1416	0.74411	0.00113	0.00061	0.66797
2025-08-06 14:37:07.596	3	19.916	32.201	-43.810	-0.0610	0.0610	22.9492	0.72275	0.00137	0.00040	0.69104
2025-08-06 14:37:07.732	3	22.126	31.278	-43.797	-0.0610	0.0000	26.6113	0.70139	0.00168	0.00040	0.71271
2025-08-06 14:37:07.804	3	23.491	30.628	-43.732	-0.1221	0.0000	33.9966	0.68777	0.00168	0.00037	0.72583
2025-08-06 14:37:07.955	3	24.908	29.939	-43.667	-0.0610	0.0610	22.3389	0.67203	0.00180	0.00055	0.74045
2025-08-06 14:37:08.098	3	26.468	28.977	-43.706	0.0000	0.0000	12.5122	0.65094	0.00183	0.00073	0.75906
2025-08-06 14:37:08.337	3	28.431	27.703	-43.667	0.0000	0.0000	6.4697	0.62973	0.00183	0.00092	0.77676
2025-08-06 14:37:08.552	3	29.627	26.767	-43.602	0.0000	0.0000	11.4746	0.61395	0.00192	0.00092	0.78928
2025-08-06 14:37:08.696	3	30.862	25.792	-43.628	-0.1221	0.0000	28.9917	0.59842	0.00192	0.00095	0.80112
2025-08-06 14:37:08.926	3	32.396	24.375	-43.667	0.0000	0.0000	10.2539	0.57455	0.00201	0.00079	0.81839
2025-08-06 14:37:09.187	3	33.657	23.140	-43.615	-0.0610	0.0000	13.4888	0.55667	0.00214	0.00085	0.83066
2025-08-06 14:37:09.329	3	34.619	22.074	-43.654	0.0000	0.0000	5.4932	0.53793	0.00223	0.00092	0.84293
2025-08-06 14:37:09.469	3	35.490	20.904	-43.615	0.0000	-0.0610	9.0332	0.52301	0.00229	0.00076	0.85226
2025-08-06 14:37:09.670	3	36.426	19.786	-43.654	-0.0610	0.0000	12.3901	0.50690	0.00223	0.00076	0.86194
2025-08-06 14:37:09.858	3	37.258	18.473	-43.615	-0.1221	0.0000	17.7612	0.48993	0.00226	0.00076	0.87170
2025-08-06 14:37:09.929	3	37.999	17.225	-43.641	-0.1221	0.0000	23.4985	0.47409	0.00223	0.00073	0.88040
2025-08-06 14:37:10.133	3	38.909	15.613	-43.641	0.0000	0.0000	9.7046	0.44940	0.00226	0.00055	0.89328
2025-08-06 14:37:10.265	3	39.637	14.196	-43.628	-0.1221	0.0000	35.0342	0.43384	0.00226	0.00052	0.90094
2025-08-06 14:37:10.499	3	40.625	12.155	-43.563	0.0000	0.0610	15.0146	0.40356	0.00235	0.00015	0.91489
2025-08-06 14:37:10.797	3	41.717	9.191	-43.576	0.0000	0.0000	10.4980	0.36505	0.00229	0.00021	0.93094
2025-08-06 14:37:11.023	3	42.341	6.994	-43.472	-0.1221	0.0000	28.4424	0.33817	0.00229	0.00021	0.94104
2025-08-06 14:37:11.356	3	42.848	4.927	-43.589	0.0000	0.0610	15.7471	0.31107	0.00238	0.00031	0.95035
2025-08-06 14:37:11.556	3	43.212	3.016	-43.537	-0.0610	0.0000	13.6719	0.28625	0.00232	0.00027	0.95810
2025-08-06 14:37:11.764	3	43.485	1.053	-43.511	0.0000	0.0000	5.3101	0.25916	0.00235	0.00031	0.96579
2025-08-06 14:37:11.998	3	43.602	-1.248	-43.433	-0.0610	0.0000	11.4746	0.22882	0.00220	0.00012	0.97342
2025-08-06 14:37:12.196	3	43.680	-3.315	-43.472	0.0000	0.0000	9.4604	0.20258	0.00235	0.00015	0.97922
2025-08-06 14:37:12.497	3	43.589	-5.486	-43.459	-0.1221	0.1221	23.1934	0.17731	0.00229	0.00021	0.98410
2025-08-06 14:37:12.642	3	43.381	-7.475	-43.485	0.0000	0.0000	7.0190	0.14929	0.00241	0.00000	0.98874
2025-08-06 14:37:12.847	3	43.095	-9.282	-43.459	0.0000	0.0000	15.8081	0.12524	0.00229	0.00015	0.99207
2025-08-06 14:37:14.026	3	42.731	-11.206	-43.407	0.0000	0.0000	16.1743	0.10025	0.00229	0.00027	0.99490
2025-08-06 14:37:14.266	3	42.237	-13.091	-43.394	-0.0610	0.0000	13.4888	0.07397	0.00235	0.00027	0.99722
2025-08-06 14:37:14.458	3	41.509	-15.522	-43.407	-0.1221	0.0000	27.5269	0.04291	0.00238	0.00015	0.99902
2025-08-06 14:37:14.529	3	40.430	-18.070	-43.420	-0.7935	0.3662	113.9526	0.02039	0.00229	0.00000	0.99976
2025-08-06 14:37:14.589	3	38.584	-21.580	-43.472	-0.6714	0.1831	112.3047	-0.03397	0.00266	-0.00058	0.99936
2025-08-06 14:37:14.649	3	37.622	-23.231	-43.433	-0.3052	0.0610	54.0771	-0.06863	0.00342	-0.00110	0.99759
2025-08-06 14:37:15.074	3	36.179	-25.402	-43.433	-0.1831	0.0000	46.9971	-0.10281	0.00201	-0.00015	0.99466
2025-08-06 14:37:15.298	3	34.645	-27.053	-43.433	0.0000	0.0000	16.5405	-0.13510	0.00211	-0.00018	0.99078
2025-08-06 14:37:15.531	3	32.916	-29.055	-43.433	-0.1221	0.0000	31.3721	-0.17105	0.00217	-0.00024	0.98520
2025-08-06 14:37:15.764	3	31.486	-30.524	-43.446	-0.0610	0.0000	19.3481	-0.19705	0.00229	-0.00034	0.98035
2025-08-06 14:37:15.957	3	30.147	-31.655	-43.420	0.0000	0.0000	9.9487	-0.22125	0.00229	-0.00031	0.97516
2025-08-06 14:37:16.224	3	28.743	-32.643	-43.472	0.0000	0.0000	10.1318	-0.24188	0.00232	-0.00027	0.97025
2025-08-06 14:37:16.444	3	27.547	-33.722	-43.472	0.0000	0.0000	22.3999	-0.26093	0.00208	-0.00012	0.96530
2025-08-06 14:37:16.567	3	26.169	-34.658	-43.420	-0.0610	0.0000	21.1182	-0.28329	0.00211	-0.00015	0.95898
2025-08-06 14:37:16.702	3	24.453	-35.711	-43.433	-0.1221	0.0000	23.4375	-0.30695	0.00226	-0.00018	0.95166
2025-08-06 14:37:16.846	3	22.282	-36.855	-43.420	-0.0610	0.0000	21.6064	-0.33856	0.00226	-0.00034	0.94089
2025-08-06 14:37:17.826	3	20.774	-37.505	-43.407	0.0000	0.0000	0.4272	-0.36133	0.00214	0.00003	0.93237
2025-08-06 14:37:18.158	3	19.123	-38.272	-43.355	0.0000	0.0000	10.1318	-0.38300	0.00211	0.00000	0.92368
2025-08-06 14:37:18.372	3	16.965	-38.987	-43.511	-0.0610	0.0000	22.9492	-0.40744	0.00214	-0.00006	0.91318
2025-08-06 14:37:18.523	3	14.573	-39.715	-43.342	-0.0610	-0.0610	25.0854	-0.43607	0.00223	-0.00018	0.89984
2025-08-06 14:37:18.655	3	12.740	-40.118	-43.381	-0.0610	0.0000	23.4985	-0.45859	0.00229	-0.00021	0.88858
2025-08-06 14:37:18.878	3	9.737	-40.664	-43.303	0.0000	0.0000	13.9771	-0.49509	0.00226	-0.00037	0.86877
2025-08-06 14:37:19.019	3	7.995	-40.963	-43.329	-0.0610	0.0000	17.8833	-0.51270	0.00226	-0.00040	0.85852
2025-08-06 14:37:19.164	3	5.395	-41.028	-43.368	-0.1221	0.0000	38.4521	-0.53793	0.00232	-0.00052	0.84293
2025-08-06 14:37:19.307	3	2.288	-40.898	-43.420	-0.1221	0.0000	31.1279	-0.57095	0.00250	-0.00070	0.82092
2025-08-06 14:37:19.452	3	-1.066	-40.612	-43.446	-0.0610	0.0000	35.7056	-0.60538	0.00232	-0.00085	0.79587
2025-08-06 14:37:19.523	3	-3.055	-40.274	-43.420	-0.1831	0.0000	39.3677	-0.62289	0.00226	-0.00092	0.78223
2025-08-06 14:37:19.661	3	-4.979	-39.871	-43.433	-0.0610	0.0000	27.4048	-0.64532	0.00211	-0.00098	0.76382
2025-08-06 14:37:19.796	3	-7.410	-39.247	-43.459	0.0000	0.1831	30.7617	-0.66782	0.00195	-0.00085	0.74426
2025-08-06 14:37:19.965	3	-9.542	-38.506	-43.420	0.0000	0.0000	7.9956	-0.69031	0.00198	-0.00095	0.72345
2025-08-06 14:37:20.103	3	-11.297	-37.869	-43.472	0.0000	0.0000	11.1694	-0.70651	0.00180	-0.00089	0.70764
2025-08-06 14:37:20.264	3	-13.494	-37.011	-43.485	-0.0610	0.0000	20.3247	-0.72641	0.00180	-0.00098	0.68719
2025-08-06 14:37:27.639	3	-25.740	-27.183	-44.239	0.2441	19.0430	-9.6436	-0.85385	-0.00467	-0.00818	0.52032
2025-08-06 14:37:27.997	3	-22.516	-26.104	-46.891	1.3428	43.2129	-0.8545	-0.86343	-0.03128	-0.04565	0.50131
2025-08-06 14:37:28.232	3	-20.306	-26.273	-47.944	9.3384	53.8940	0.6104	-0.86279	-0.04645	-0.06702	0.49884
2025-08-06 14:37:28.302	3	-10.920	-28.002	-50.505	6.2256	11.7798	-7.8125	-0.84634	-0.10986	-0.14291	0.50110
2025-08-06 14:37:28.777	3	6.617	-28.483	-52.039	-5.6152	138.4277	0.8545	-0.81134	-0.19861	-0.27234	0.47748
2025-08-06 14:37:28.848	3	8.593	-28.249	-52.104	-4.5166	13.8550	-1.7700	-0.80219	-0.21054	-0.30084	0.47070
2025-08-06 14:37:28.915	3	10.608	-28.457	-51.766	2.6855	41.0156	-2.9297	-0.79657	-0.21951	-0.31226	0.46869
2025-08-06 14:37:29.368	3	22.334	-29.926	-47.944	-7.8125	35.8276	-21.2402	-0.74036	-0.28503	-0.39084	0.46664
2025-08-06 14:37:29.440	3	25.194	-28.730	-47.541	-17.7612	46.2646	6.8359	-0.72568	-0.28671	-0.42322	0.46039
2025-08-06 14:37:29.512	3	26.936	-27.976	-47.151	-8.2397	29.5410	-14.7095	-0.72028	-0.28964	-0.44016	0.45108
2025-08-06 14:37:29.612	3	28.223	-27.599	-46.683	-12.2681	41.6260	-21.9116	-0.71445	-0.29016	-0.44958	0.45068
2025-08-06 14:37:29.742	3	38.220	-27.352	-40.066	-9.8877	94.4214	1.4648	-0.65668	-0.33676	-0.53662	0.40900
2025-08-06 14:37:29.816	3	42.315	-26.754	-36.686	-31.9824	118.1030	-0.6714	-0.62921	-0.35461	-0.57266	0.38766
2025-08-06 14:37:29.956	3	42.393	-25.155	-37.661	-10.1318	0.1221	-0.3662	-0.64484	-0.31119	-0.61383	0.33237
2025-08-06 14:37:38.267	3	41.847	-24.674	-38.675	-0.1221	-1.4038	0.0000	-0.40198	0.58438	-0.40680	-0.57562
2025-08-06 14:37:38.720	3	41.821	-22.867	-39.897	-15.8691	0.3662	0.2441	-0.39008	0.59195	-0.39560	-0.58380
2025-08-06 14:37:38.872	3	41.964	-21.450	-40.612	-19.4092	4.4556	0.4883	-0.38248	0.59686	-0.38922	-0.58810
2025-08-06 14:37:38.944	3	42.432	-19.942	-40.976	-26.3062	3.7231	-0.2441	-0.37405	0.60446	-0.38657	-0.58749
2025-08-06 14:37:39.015	3	42.458	-18.369	-41.574	-32.4707	0.9155	0.0000	-0.36737	0.60861	-0.38046	-0.59140
2025-08-06 14:37:39.180	3	42.601	-15.964	-42.523	-45.7764	0.8545	-0.1221	-0.35965	0.61349	-0.37408	-0.59515
2025-08-06 14:37:39.595	3	42.861	-5.161	-44.499	-24.1699	-0.1221	-0.1221	-0.31744	0.63644	-0.33411	-0.61838
2025-08-06 14:37:39.800	3	42.952	-1.664	-44.525	-78.7964	-0.0610	0.0000	-0.31644	0.63681	-0.33353	-0.61884
2025-08-06 14:37:40.139	3	42.965	1.742	-44.304	-11.1084	0.0000	0.0000	-0.31827	0.63565	-0.33542	-0.61810
2025-08-06 14:37:40.767	3	43.043	7.943	-43.095	-11.2305	-0.9766	0.0000	-0.32794	0.63031	-0.34491	-0.61328
2025-08-06 14:37:40.975	3	43.134	9.763	-42.445	-18.0664	0.3052	0.0000	-0.32788	0.63043	-0.34509	-0.61307
2025-08-06 14:37:41.046	3	43.147	11.570	-41.626	-36.3770	0.6714	-0.0610	-0.31839	0.63544	-0.33594	-0.61795
2025-08-06 14:37:41.106	3	43.238	13.130	-41.080	-32.5317	0.5493	0.0610	-0.30988	0.63962	-0.32751	-0.62247
2025-08-06 14:37:41.251	3	43.290	15.132	-40.027	-23.4375	-0.1221	0.0000	-0.30551	0.64191	-0.32330	-0.62448
2025-08-06 14:37:41.387	3	43.368	17.225	-38.870	-31.9824	-0.0610	-0.1221	-0.29788	0.64557	-0.31577	-0.62823
2025-08-06 14:37:41.527	3	43.394	19.084	-37.648	-24.9634	0.0000	0.0000	-0.29184	0.64841	-0.30984	-0.63110
2025-08-06 14:37:41.699	3	43.472	20.878	-36.244	-18.3105	0.1831	0.0000	-0.28848	0.64996	-0.30673	-0.63254
2025-08-06 14:37:41.840	3	43.498	22.464	-34.827	-30.0293	0.1831	0.0000	-0.28613	0.65109	-0.30466	-0.63348
2025-08-06 14:37:42.053	3	43.602	23.842	-33.540	-16.9678	0.0000	0.0000	-0.28961	0.64957	-0.30823	-0.63171
2025-08-06 14:37:42.249	3	43.680	24.986	-32.318	-17.3950	0.0000	0.0000	-0.29382	0.64764	-0.31235	-0.62973
2025-08-06 14:37:42.477	3	43.680	26.364	-30.745	-18.7988	0.3662	0.0000	-0.29541	0.64691	-0.31396	-0.62891
2025-08-06 14:37:42.619	3	43.680	27.365	-29.419	-22.6440	-0.0610	0.0000	-0.29477	0.64725	-0.31342	-0.62918
2025-08-06 14:37:42.785	3	43.732	28.522	-27.846	-19.7144	-0.1831	0.0000	-0.29099	0.64886	-0.30969	-0.63110
2025-08-06 14:37:42.930	3	43.771	29.666	-26.039	-18.3716	0.3052	-0.0610	-0.28778	0.65039	-0.30649	-0.63254
2025-08-06 14:37:43.152	3	43.927	30.407	-24.544	-10.6812	-0.2441	-0.0610	-0.29065	0.64920	-0.30914	-0.63116
2025-08-06 14:37:43.379	3	43.862	31.187	-22.919	-16.9678	-0.2441	0.0000	-0.29163	0.64871	-0.30991	-0.63083
2025-08-06 14:37:43.642	3	43.862	31.876	-21.476	-5.1880	-0.2441	0.0000	-0.29831	0.64560	-0.31631	-0.62772
2025-08-06 14:37:43.869	3	43.966	32.474	-19.656	-20.3247	0.0000	0.0000	-0.29932	0.64508	-0.31726	-0.62729
2025-08-06 14:37:44.079	3	43.979	32.942	-18.083	-21.3623	0.4272	0.0000	-0.29938	0.64514	-0.31735	-0.62717
2025-08-06 14:37:44.350	3	44.070	33.371	-16.250	-22.7051	-0.1221	0.0000	-0.30069	0.64441	-0.31851	-0.62671
2025-08-06 14:37:44.495	3	44.031	33.761	-14.469	-23.9868	-0.1831	-0.2441	-0.29486	0.64706	-0.31256	-0.62973
2025-08-06 14:37:44.723	3	44.070	33.956	-12.636	-13.1226	-0.1831	-0.0610	-0.29123	0.64874	-0.30875	-0.63153
2025-08-06 14:37:45.026	3	44.096	34.073	-10.686	-10.5591	-0.4883	0.0000	-0.29370	0.64752	-0.31064	-0.63074
2025-08-06 14:37:45.252	3	44.122	34.112	-7.423	-33.0811	0.0610	0.0000	-0.28183	0.65277	-0.29880	-0.63647
2025-08-06 14:37:45.322	3	44.070	34.034	-5.265	-54.0771	0.1221	-0.2441	-0.26831	0.65848	-0.28534	-0.64258
2025-08-06 14:37:45.393	3	44.213	33.761	-3.614	-33.8745	-0.0610	-0.0610	-0.25818	0.66254	-0.27533	-0.64688
2025-08-06 14:37:45.627	3	44.213	33.371	-1.729	-9.6436	0.0000	0.0000	-0.25833	0.66254	-0.27557	-0.64673
2025-08-06 14:37:45.782	3	44.213	32.838	0.637	-38.9404	0.0000	-0.1831	-0.24982	0.66605	-0.26712	-0.65002
2025-08-06 14:37:45.855	3	44.096	32.058	2.860	-31.3110	0.0000	0.0000	-0.23633	0.67105	-0.25366	-0.65527
2025-08-06 14:37:45.997	3	44.265	31.265	4.563	-27.2827	0.0000	0.0000	-0.23404	0.67191	-0.25143	-0.65607
2025-08-06 14:37:46.156	3	44.213	30.368	6.591	-39.3066	0.5493	-0.3662	-0.23193	0.67279	-0.24911	-0.65680
2025-08-06 14:37:46.376	3	44.317	29.367	8.086	-11.6577	0.0000	-0.1831	-0.23346	0.67218	-0.25040	-0.65637
2025-08-06 14:37:46.520	3	44.304	28.522	9.542	-23.3765	-0.3662	0.0000	-0.23376	0.67224	-0.25037	-0.65625
2025-08-06 14:37:46.686	3	44.291	27.521	11.141	-33.5083	0.1221	-0.2441	-0.23242	0.67273	-0.24884	-0.65680
2025-08-06 14:37:46.830	3	44.317	26.403	12.415	-17.0288	0.0000	-0.0610	-0.23120	0.67319	-0.24738	-0.65729
2025-08-06 14:37:47.062	3	44.317	24.531	14.573	-30.2124	-0.6104	-0.3662	-0.22803	0.67438	-0.24374	-0.65854
2025-08-06 14:37:47.193	3	44.265	22.737	16.302	-30.7617	-0.1831	-0.2441	-0.21768	0.67792	-0.23322	-0.66223
2025-08-06 14:37:47.361	3	44.343	20.878	17.784	-13.4277	0.1221	-0.0610	-0.21158	0.67996	-0.22693	-0.66428
2025-08-06 14:37:47.505	3	44.317	19.370	19.006	-43.4570	0.9766	-0.2441	-0.21246	0.67984	-0.22760	-0.66391
2025-08-06 14:37:47.638	3	44.317	18.070	19.825	-45.4712	0.1221	-0.1221	-0.20358	0.68262	-0.21872	-0.66681
2025-08-06 14:37:47.978	3	44.278	15.665	21.255	-28.9307	0.0000	-0.2441	-0.22144	0.67715	-0.23590	-0.66083
2025-08-06 14:37:48.119	3	44.226	13.286	22.477	-43.9453	-0.0610	-0.6104	-0.21240	0.68042	-0.22665	-0.66364
2025-08-06 14:37:48.261	3	44.070	11.557	23.374	-21.8506	4.8828	-0.7935	-0.20422	0.68439	-0.21594	-0.66571
2025-08-06 14:37:48.481	3	44.044	10.010	23.894	-28.0762	7.2632	0.0000	-0.21088	0.68298	-0.22583	-0.66177
2025-08-06 14:37:48.622	3	44.278	7.059	24.427	-45.7764	3.2959	-0.5493	-0.19067	0.68735	-0.20639	-0.66968
2025-08-06 14:37:48.820	3	43.927	5.590	25.129	-14.7705	-0.6104	-0.6104	-0.21634	0.68234	-0.23257	-0.65833
2025-08-06 14:37:49.036	3	43.875	2.873	25.623	-14.2822	-1.8921	-0.4883	-0.21802	0.68192	-0.23447	-0.65756
2025-08-06 14:37:49.669	3	43.472	0.871	26.312	-56.5186	1.1597	-1.2207	-0.25714	0.66855	-0.27411	-0.64160
2025-08-06 14:37:49.811	3	43.576	-1.703	26.442	-27.2827	-0.6104	-0.7935	-0.24637	0.67252	-0.26239	-0.64658
2025-08-06 14:37:49.883	3	43.810	-4.056	26.195	-59.2041	-7.2632	-0.6714	-0.23581	0.67542	-0.25098	-0.65198
2025-08-06 14:37:49.951	3	43.901	-7.254	25.805	-73.3032	-1.5259	-0.1831	-0.21460	0.68091	-0.22852	-0.66180
2025-08-06 14:37:50.025	3	43.901	-9.282	25.558	-43.7622	0.7935	-0.4272	-0.20193	0.68469	-0.21579	-0.66614
2025-08-06 14:37:50.153	3	43.901	-11.206	25.233	-16.2964	-0.9766	0.0000	-0.19116	0.68820	-0.20496	-0.66910
2025-08-06 14:37:50.341	3	43.771	-12.909	24.804	-49.3164	1.1597	-0.9155	-0.18976	0.68909	-0.20352	-0.66904
2025-08-06 14:37:50.401	3	43.615	-15.106	24.310	-20.2637	3.4790	-0.4883	-0.18430	0.69171	-0.19836	-0.66940
2025-08-06 14:37:50.532	3	43.524	-16.783	23.855	-35.5835	1.1597	-0.6714	-0.18582	0.69275	-0.20050	-0.66727
2025-08-06 14:37:50.676	3	43.784	-18.174	23.062	-24.2310	-5.0049	0.0000	-0.18561	0.69113	-0.19888	-0.66949
2025-08-06 14:37:50.797	3	43.771	-20.150	22.152	-28.6255	-1.0986	-0.1831	-0.18051	0.69238	-0.19351	-0.67117
2025-08-06 14:37:50.957	3	43.745	-23.166	20.384	-38.4521	-2.9297	-0.1221	-0.16779	0.69513	-0.18039	-0.67526
2025-08-06 14:37:51.028	3	43.589	-25.207	18.980	-59.6313	-0.7324	-0.5493	-0.15494	0.69852	-0.16748	-0.67816
2025-08-06 14:37:51.099	3	43.693	-26.702	17.927	-15.5640	-4.3335	0.1221	-0.14371	0.70135	-0.15616	-0.68039
2025-08-06 14:37:51.264	3	43.602	-28.197	16.692	-28.8696	2.7466	-0.1831	-0.14474	0.70126	-0.15738	-0.67999
2025-08-06 14:37:51.407	3	43.667	-29.900	14.911	-30.0293	0.4883	-0.2441	-0.14066	0.70126	-0.15259	-0.68195
2025-08-06 14:37:51.485	3	43.641	-30.875	13.884	-37.2314	0.6714	0.0000	-0.13736	0.70175	-0.14932	-0.68283
