0.7949,0.5996,-0.9854
0.7881,0.6094,-0.9854
0.7822,0.6182,-0.9854
0.7769,0.6274,-0.9863
0.772,0.6353,-0.9873
0.7681,0.6431,-0.9868
0.7646,0.6504,-0.9854
0.7612,0.6577,-0.9829
0.7568,0.6655,-0.9805
0.751,0.6729,-0.979
0.7427,0.6807,-0.9775
0.7358,0.6885,-0.9771
0.7305,0.6953,-0.978
0.7256,0.7026,-0.979
0.7212,0.709,-0.979
0.7153,0.7173,-0.9785
0.7085,0.7266,-0.979
0.7007,0.7368,-0.98
0.6919,0.748,-0.9805
0.6841,0.7593,-0.9795
0.6758,0.7705,-0.979
0.6655,0.7822,-0.978
0.6538,0.7954,-0.9766
0.6416,0.8081,-0.9756
0.6279,0.8193,-0.9741
0.6133,0.8296,-0.9736
0.5981,0.8374,-0.9736
0.5825,0.8447,-0.9717
0.5669,0.8511,-0.9707
0.5503,0.8564,-0.9702
0.5347,0.8608,-0.9692
0.5195,0.8643,-0.9688
0.5034,0.8657,-0.9673
0.4858,0.8657,-0.9663
0.4697,0.8638,-0.9644
0.4536,0.8613,-0.9629
0.439,0.8594,-0.9614
0.4238,0.8574,-0.959
0.4102,0.854,-0.9561
0.3975,0.8491,-0.9526
0.3838,0.8447,-0.9487
0.3691,0.8423,-0.9458
0.3545,0.8408,-0.9448
0.3398,0.8389,-0.9438
0.3242,0.8364,-0.9438
0.3091,0.8345,-0.9443
0.2954,0.8315,-0.9458
0.2783,0.8301,-0.9468
0.2612,0.8267,-0.9473
0.2456,0.8223,-0.9473
0.2295,0.8188,-0.9458
0.2109,0.8149,-0.9438
0.1929,0.812,-0.9399
0.1753,0.8096,-0.9355
0.1592,0.8066,-0.9302
0.145,0.8042,-0.9258
0.1313,0.8003,-0.9224
0.1162,0.7954,-0.9204
0.1025,0.79,-0.9199
0.0884,0.7861,-0.9204
0.0732,0.7832,-0.9209
0.0586,0.7798,-0.9219
0.0444,0.7764,-0.9229
0.0312,0.7734,-0.9238
0.019,0.7705,-0.9243
0.0073,0.7671,-0.9243
-0.0034,0.7627,-0.9253
-0.0137,0.7568,-0.9258
-0.0234,0.752,-0.9263
-0.0337,0.7476,-0.9258
-0.0439,0.7427,-0.9248
-0.0542,0.7378,-0.9233
-0.0654,0.7329,-0.9219
-0.0771,0.728,-0.9214
-0.0903,0.7236,-0.9219
-0.1045,0.7183,-0.9233
-0.1206,0.7139,-0.9248
-0.1377,0.7104,-0.9263
-0.1543,0.7056,-0.9263
-0.1699,0.7007,-0.9258
-0.186,0.6963,-0.9258
-0.2017,0.6914,-0.9243
-0.2173,0.6885,-0.9233
-0.2334,0.6865,-0.9233
-0.2495,0.6841,-0.9229
-0.2656,0.6797,-0.9233
-0.2812,0.6743,-0.9243
-0.2969,0.6699,-0.9258
-0.312,0.6641,-0.9277
-0.3276,0.6572,-0.9292
-0.3428,0.6484,-0.9287
-0.3574,0.6396,-0.9282
-0.3735,0.6323,-0.9268
-0.3887,0.624,-0.9282
-0.4019,0.6157,-0.9287
-0.4136,0.6074,-0.9282
-0.4253,0.5981,-0.9287
-0.4365,0.5879,-0.9292
-0.4487,0.5781,-0.9292
-0.4604,0.5698,-0.9287
-0.4736,0.561,-0.9282
-0.4849,0.5513,-0.9277
-0.4941,0.5415,-0.9282
-0.5039,0.5317,-0.9297
-0.5127,0.5215,-0.9316
-0.5225,0.5112,-0.9355
-0.5322,0.5015,-0.9395
-0.5435,0.4907,-0.9409
-0.5537,0.4795,-0.9409
-0.564,0.4678,-0.9414
-0.5757,0.4556,-0.9419
-0.5894,0.4443,-0.9419
-0.6045,0.4331,-0.9434
-0.6191,0.4224,-0.9458
-0.6343,0.4116,-0.9487
-0.6509,0.4009,-0.9521
-0.6655,0.3901,-0.9551
-0.6792,0.3789,-0.9546
-0.6909,0.3672,-0.9517
-0.7026,0.3555,-0.9487
-0.7148,0.3438,-0.9458
-0.7261,0.3306,-0.9424
-0.7373,0.3184,-0.9409
-0.7485,0.3047,-0.9409
-0.7603,0.2915,-0.9414
-0.771,0.2808,-0.9434
-0.7817,0.271,-0.9453
-0.792,0.2588,-0.9468
-0.8037,0.2451,-0.9478
-0.8154,0.2334,-0.9497
-0.8252,0.2217,-0.9517
-0.834,0.2104,-0.9531
-0.8433,0.1987,-0.9536
-0.8525,0.1851,-0.9536
-0.8623,0.1714,-0.9531
-0.8726,0.1592,-0.9517
-0.8818,0.1479,-0.9492
-0.8921,0.1353,-0.9463
-0.9019,0.1221,-0.9438
-0.9121,0.1099,-0.9434
-0.9209,0.0996,-0.9448
-0.9292,0.0908,-0.9478
-0.9385,0.0815,-0.9507
-0.9497,0.0718,-0.9517
-0.9624,0.0615,-0.9521
-0.9746,0.0508,-0.9521
-0.9868,0.0405,-0.9512
-0.9976,0.0303,-0.9487
-1.0068,0.0186,-0.9473
-1.0137,0.0059,-0.9468
-1.0195,-0.0068,-0.9468
-1.0249,-0.0195,-0.9468
-1.0298,-0.0322,-0.9468
-1.0352,-0.0459,-0.9468
-1.0405,-0.0596,-0.9463
-1.0454,-0.0708,-0.9453
-1.0483,-0.0811,-0.9453
-1.0513,-0.0923,-0.9453
-1.0532,-0.103,-0.9463
-1.0552,-0.1157,-0.9482
-1.0566,-0.1279,-0.9502
-1.0591,-0.1392,-0.9521
-1.061,-0.1499,-0.9531
-1.064,-0.1606,-0.9536
-1.0659,-0.1714,-0.9536
-1.0674,-0.1816,-0.9541
-1.0698,-0.1914,-0.9546
-1.0718,-0.2017,-0.9551
-1.0732,-0.2109,-0.9546
-1.0723,-0.2202,-0.9541
-1.0723,-0.23,-0.9536
-1.0742,-0.2397,-0.9541
-1.0776,-0.2485,-0.9561
-1.0815,-0.2554,-0.9585
-1.085,-0.2622,-0.9619
-1.0898,-0.269,-0.9653
-1.0952,-0.2744,-0.9678
-1.1001,-0.2803,-0.9697
-1.104,-0.2861,-0.9697
-1.1079,-0.2925,-0.9692
-1.1123,-0.3008,-0.9692
-1.1157,-0.3101,-0.9683
-1.1191,-0.3188,-0.9673
-1.1235,-0.3276,-0.9648
-1.1279,-0.3379,-0.9614
-1.1323,-0.3486,-0.958
-1.1353,-0.3599,-0.9556
-1.1357,-0.373,-0.9551
-1.1343,-0.3882,-0.9536
-1.1313,-0.4048,-0.9531
-1.1284,-0.4238,-0.9541
-1.127,-0.4438,-0.9541
-1.1245,-0.4644,-0.9536
-1.1201,-0.4854,-0.9531
-1.1138,-0.5073,-0.9531
-1.1055,-0.5317,-0.9517
-1.0952,-0.5571,-0.9497
-1.0825,-0.584,-0.9482
-1.0659,-0.6128,-0.9448
-1.0464,-0.6416,-0.9404
-1.0229,-0.6709,-0.9331
-0.9976,-0.7007,-0.9248
-0.9707,-0.7295,-0.9155
-0.9414,-0.7573,-0.9058
-0.9106,-0.7817,-0.897
-0.877,-0.8037,-0.8901
-0.8418,-0.8228,-0.8843
-0.8076,-0.8384,-0.8804
-0.7739,-0.8496,-0.8784
-0.7427,-0.8589,-0.877
-0.7124,-0.8657,-0.874
-0.6841,-0.8677,-0.874
-0.6562,-0.8677,-0.874
-0.6299,-0.8657,-0.873
-0.605,-0.8628,-0.8745
-0.5825,-0.8584,-0.876
-0.561,-0.8525,-0.8755
-0.5405,-0.8447,-0.8755
-0.522,-0.8359,-0.875
-0.5029,-0.8271,-0.8745
-0.4849,-0.8208,-0.874
-0.4673,-0.814,-0.873
-0.4507,-0.8076,-0.874
-0.4336,-0.8022,-0.877
-0.417,-0.7964,-0.8813
-0.4014,-0.7896,-0.8853
-0.3877,-0.7822,-0.8887
-0.376,-0.7759,-0.8936
-0.3657,-0.771,-0.8975
-0.356,-0.7646,-0.9009
-0.3457,-0.7598,-0.9048
-0.335,-0.7559,-0.9067
-0.3262,-0.7524,-0.9062
-0.3184,-0.75,-0.9053
-0.311,-0.7456,-0.9048
-0.3027,-0.7412,-0.9028
-0.2944,-0.7378,-0.8989
-0.2861,-0.7334,-0.8955
-0.2773,-0.73,-0.8936
-0.2676,-0.7256,-0.8921
-0.2573,-0.7212,-0.8916
-0.2471,-0.7153,-0.8936
-0.2383,-0.7095,-0.8975
-0.229,-0.7041,-0.9009
-0.2192,-0.6973,-0.9043
-0.2095,-0.6904,-0.9082
-0.2007,-0.6836,-0.9126
-0.1919,-0.6768,-0.9165
-0.1826,-0.6699,-0.9194
-0.1738,-0.6631,-0.9214
-0.1655,-0.6548,-0.9233
-0.1572,-0.6475,-0.9253
-0.1489,-0.6416,-0.9272
-0.1392,-0.6377,-0.9302
-0.1299,-0.6343,-0.9321
-0.1201,-0.6313,-0.9346
-0.1094,-0.6279,-0.937
-0.0991,-0.624,-0.9404
-0.0894,-0.6221,-0.9453
-0.0806,-0.6216,-0.9502
-0.0718,-0.6211,-0.9556
-0.0625,-0.6206,-0.9614
-0.0537,-0.6211,-0.9688
-0.0454,-0.6211,-0.9751
-0.0381,-0.6216,-0.981
-0.0303,-0.624,-0.9873
-0.022,-0.627,-0.9917
-0.0137,-0.6299,-0.9951
-0.0049,-0.6338,-1
0.0029,-0.6392,-1.0039
0.0112,-0.644,-1.0068
0.019,-0.6489,-1.0098
0.0264,-0.6538,-1.0127
0.0347,-0.6587,-1.0151
0.0405,-0.6626,-1.019
0.0459,-0.667,-1.022
0.0527,-0.6704,-1.0259
0.0591,-0.6733,-1.0298
0.0649,-0.6753,-1.0347
0.0723,-0.6787,-1.0391
0.0815,-0.6826,-1.0439
0.0908,-0.6851,-1.0483
0.0986,-0.686,-1.0513
0.1079,-0.6855,-1.0527
0.1191,-0.6851,-1.0532
0.1309,-0.6841,-1.0527
0.1436,-0.6836,-1.0522
0.1572,-0.6826,-1.0518
0.1709,-0.6826,-1.0518
0.1836,-0.6816,-1.0522
0.1963,-0.6802,-1.0522
0.2085,-0.6797,-1.0522
0.2202,-0.6797,-1.0527
0.2339,-0.6792,-1.0537
0.2485,-0.6777,-1.0557
0.2622,-0.6758,-1.0576
0.2749,-0.6738,-1.0596
0.2866,-0.6689,-1.0605
0.2974,-0.6631,-1.0615
0.3091,-0.6582,-1.0615
0.3228,-0.6523,-1.061
0.335,-0.644,-1.0601
0.3457,-0.6357,-1.0591
0.3569,-0.6294,-1.0596
0.3682,-0.6226,-1.0601
0.3794,-0.6147,-1.0601
0.3906,-0.606,-1.0596
0.4004,-0.5967,-1.0591
0.4102,-0.5859,-1.0591
0.4185,-0.5732,-1.0596
0.4272,-0.5601,-1.0605
0.4346,-0.5469,-1.0635
0.4429,-0.5322,-1.0688
0.4521,-0.5161,-1.0752
0.4609,-0.499,-1.0811
0.4692,-0.481,-1.085
0.478,-0.4629,-1.0869
0.4863,-0.4443,-1.0889
0.4941,-0.4268,-1.0894
0.502,-0.4097,-1.0884
0.5088,-0.3921,-1.0864
0.5176,-0.375,-1.0845
0.5264,-0.3574,-1.0825
0.5356,-0.3398,-1.0811
0.5459,-0.3223,-1.0796
0.5557,-0.3062,-1.0771
0.5635,-0.2905,-1.0762
0.5713,-0.2759,-1.0752
0.5786,-0.2617,-1.0747
0.5864,-0.2476,-1.0732
0.5942,-0.2329,-1.0713
0.6025,-0.2188,-1.0703
0.6113,-0.2056,-1.0698
0.6206,-0.1934,-1.0679
0.6289,-0.1807,-1.0664
0.6372,-0.168,-1.0645
0.6445,-0.1562,-1.062
0.6523,-0.1455,-1.0596
0.6592,-0.1348,-1.0566
0.6646,-0.125,-1.0527
0.6699,-0.1167,-1.0474
0.6763,-0.1074,-1.04
0.6836,-0.0991,-1.0308
0.6919,-0.0913,-1.0215
0.6992,-0.083,-1.0132
0.7061,-0.0728,-1.0059
0.7134,-0.0625,-0.999
0.7212,-0.0542,-0.9941
0.728,-0.0464,-0.9902
0.7344,-0.0376,-0.9878
0.7402,-0.0273,-0.9844
0.7471,-0.0171,-0.981
0.7539,-0.0063,-0.9775
0.7612,0.0034,-0.9761
0.7681,0.0127,-0.9746
0.7749,0.022,-0.9731
0.7808,0.0322,-0.9722
0.7861,0.0425,-0.9712
0.7915,0.0527,-0.9707
0.7974,0.0635,-0.9702
0.8032,0.0747,-0.9702
0.8096,0.0859,-0.9702
0.8159,0.0962,-0.9717
0.8218,0.1079,-0.9731
0.8276,0.1196,-0.9756
0.8315,0.1313,-0.9795
0.835,0.1416,-0.9834
0.8384,0.1509,-0.9868
0.8408,0.1597,-0.9902
0.8438,0.1699,-0.9927
0.8457,0.1826,-0.9946
0.8477,0.1948,-0.9966
0.8506,0.207,-0.9971
0.8521,0.2192,-0.9971
0.853,0.231,-0.9976
0.854,0.2432,-0.9985
0.856,0.2544,-1.0005
0.8574,0.2661,-1.0024
0.8599,0.2764,-1.0039
0.8613,0.2876,-1.0044
0.8623,0.2998,-1.0063
0.8633,0.3125,-1.0083
0.8623,0.3247,-1.0112
0.8618,0.3359,-1.0127
0.8613,0.3457,-1.0122
0.8618,0.355,-1.0107
0.8618,0.3643,-1.0078
0.8628,0.3735,-1.0039
0.8633,0.3828,-1
0.8623,0.3926,-0.9966
0.8613,0.4023,-0.9946
0.8608,0.4106,-0.9946
0.8608,0.4194,-0.9961
0.8608,0.4277,-0.998
0.8604,0.4351,-0.9995
0.8599,0.4424,-1.001
0.8584,0.4502,-1.0029
0.8569,0.457,-1.0034
0.8555,0.4624,-1.0034
0.854,0.4683,-1.0024
0.8521,0.4746,-0.9985
0.8501,0.4814,-0.9937
0.8481,0.4888,-0.9888
0.8462,0.4951,-0.9844
0.8447,0.502,-0.98
0.8433,0.5107,-0.9775
0.8418,0.519,-0.9771
0.8394,0.5269,-0.978
0.8354,0.5347,-0.9805
0.8306,0.5425,-0.9834
0.8262,0.5498,-0.9858
0.8213,0.5566,-0.9863
0.8159,0.5635,-0.9868
0.8105,0.5703,-0.9878
0.8052,0.5771,-0.9883
0.8013,0.5854,-0.9893
0.7974,0.5947,-0.9902
0.7935,0.6035,-0.9912
0.7896,0.6118,-0.9917
0.7856,0.6206,-0.9917
0.7812,0.6274,-0.9917
0.7769,0.6343,-0.9902
0.7725,0.6421,-0.9888
0.7686,0.6494,-0.9888
0.7646,0.6567,-0.9878
0.7598,0.6636,-0.9868
0.7549,0.6714,-0.9868
0.7495,0.6802,-0.9873
0.7437,0.6899,-0.9883
0.7383,0.6992,-0.9893
0.7324,0.707,-0.9878
0.7266,0.7153,-0.9858
0.7192,0.7241,-0.9854
0.7129,0.7329,-0.9849
0.7051,0.7417,-0.9834
0.6968,0.7515,-0.9814
0.6875,0.7617,-0.979
0.6772,0.7734,-0.9775
0.6675,0.7856,-0.9756
0.6558,0.7979,-0.9751
0.6421,0.8096,-0.9751
0.6284,0.8208,-0.9756
0.6152,0.8306,-0.9761
0.5996,0.8394,-0.9761
0.5825,0.8477,-0.9761
0.5649,0.854,-0.9751
0.5479,0.8604,-0.9731
0.5308,0.8643,-0.9717
0.5151,0.8657,-0.9707
0.4995,0.8657,-0.9692
0.4834,0.8652,-0.9688
0.4683,0.8638,-0.9673
0.4531,0.8618,-0.9658
0.438,0.8594,-0.9629
0.4224,0.856,-0.9595
0.4072,0.8521,-0.9561
0.3936,0.8486,-0.9526
0.3804,0.8447,-0.9497
0.3662,0.8423,-0.9482
0.3516,0.8398,-0.9482
0.3374,0.8374,-0.9487
0.3228,0.835,-0.9502
0.3076,0.833,-0.9517
0.2905,0.8306,-0.9536
0.2729,0.8276,-0.9551
0.2559,0.8237,-0.9561
0.2388,0.8208,-0.9551
0.2212,0.8184,-0.9517
0.2036,0.8145,-0.9468
0.1875,0.8105,-0.9419
0.1724,0.8071,-0.936
0.1572,0.8037,-0.9307
0.1416,0.7998,-0.9268
0.1265,0.7959,-0.9238
0.1118,0.7925,-0.9219
0.0977,0.79,-0.9214
0.0825,0.7871,-0.9214
0.0698,0.7827,-0.9219
0.0566,0.7788,-0.9229
0.0444,0.7749,-0.9243
0.0337,0.7725,-0.9272
0.0225,0.7695,-0.9282
0.0112,0.7671,-0.9292
-0.0015,0.7632,-0.9307
-0.0137,0.7578,-0.9307
-0.0249,0.7515,-0.9302
-0.0361,0.7461,-0.9302
-0.0464,0.7397,-0.9292
-0.0571,0.7339,-0.9282
-0.0688,0.7285,-0.9287
-0.0806,0.7246,-0.9277
-0.0928,0.7212,-0.9268
-0.106,0.7178,-0.9258
-0.1191,0.7134,-0.9248
-0.1338,0.709,-0.9253
-0.1514,0.7041,-0.9263
-0.1694,0.7007,-0.9268
-0.187,0.6973,-0.9282
-0.2046,0.6948,-0.9292
-0.2212,0.6924,-0.9312
-0.2373,0.6885,-0.9341
-0.2529,0.6841,-0.936
-0.2686,0.6787,-0.9365
-0.2847,0.6738,-0.937
-0.2993,0.668,-0.938
-0.3145,0.6616,-0.937
-0.3311,0.6533,-0.9355
-0.3472,0.645,-0.9341
-0.3638,0.6362,-0.9321
-0.3789,0.6279,-0.9307
-0.3926,0.6201,-0.9302
-0.4048,0.6133,-0.9297
-0.417,0.6055,-0.9297
-0.4292,0.5977,-0.9302
-0.4404,0.5879,-0.9302
-0.4507,0.5776,-0.9302
-0.4609,0.5669,-0.9292
-0.4712,0.5571,-0.9287
-0.4814,0.5474,-0.9297
-0.4927,0.5371,-0.9316
-0.5024,0.5273,-0.9341
-0.5127,0.5186,-0.9385
-0.5239,0.5078,-0.9409
-0.5356,0.4971,-0.9409
-0.5454,0.4858,-0.9409
-0.5566,0.4751,-0.9404
-0.5693,0.4653,-0.9409
-0.583,0.4546,-0.9424
-0.5977,0.4438,-0.9443
-0.6133,0.4336,-0.9473
-0.6289,0.4229,-0.9497
-0.644,0.4116,-0.9526
-0.6577,0.3999,-0.9541
-0.6699,0.3882,-0.9536
-0.6826,0.377,-0.9521
-0.6963,0.3667,-0.9492
-0.709,0.3555,-0.9468
-0.7207,0.3433,-0.9448
-0.7319,0.3311,-0.9434
-0.7427,0.3179,-0.9429
-0.7524,0.3047,-0.9434
-0.7627,0.2915,-0.9434
-0.7744,0.2788,-0.9438
-0.7861,0.2656,-0.9438
-0.7969,0.252,-0.9453
-0.8081,0.2397,-0.9478
-0.8188,0.2271,-0.9497
-0.8281,0.2168,-0.9521
-0.8374,0.2065,-0.9531
-0.8472,0.1953,-0.9536
-0.8574,0.1821,-0.9531
-0.8682,0.1689,-0.9517
-0.8774,0.1567,-0.9492
-0.8857,0.1445,-0.9468
-0.8931,0.1333,-0.9438
-0.9014,0.1211,-0.9434
-0.9106,0.1084,-0.9438
-0.9204,0.0977,-0.9458
-0.9287,0.0864,-0.9482
-0.938,0.0752,-0.9512
-0.9497,0.0645,-0.9536
-0.9609,0.0547,-0.9546
-0.9727,0.0449,-0.9541
-0.9849,0.0347,-0.9541
-0.9956,0.0225,-0.9541
-1.0054,0.0093,-0.9546
-1.0137,-0.0034,-0.9556
-1.021,-0.0146,-0.9556
-1.0269,-0.0254,-0.9536
-1.0317,-0.0361,-0.9507
-1.0361,-0.0488,-0.9482
-1.0405,-0.061,-0.9468
-1.0439,-0.0713,-0.9453
-1.0479,-0.083,-0.9458
-1.0508,-0.0942,-0.9468
-1.0532,-0.104,-0.9473
-1.0547,-0.1147,-0.9487
-1.0566,-0.1245,-0.9502
-1.0596,-0.1348,-0.9502
-1.061,-0.147,-0.9497
-1.062,-0.1592,-0.9497
-1.064,-0.1719,-0.9497
-1.0664,-0.1846,-0.9502
-1.0688,-0.1953,-0.9507
-1.0708,-0.2056,-0.9517
-1.0737,-0.2163,-0.9517
-1.0762,-0.2266,-0.9517
-1.0791,-0.2358,-0.9517
-1.082,-0.2437,-0.9521
-1.0845,-0.2524,-0.9536
-1.0884,-0.2617,-0.9561
-1.0928,-0.27,-0.959
-1.0972,-0.2764,-0.9624
-1.1011,-0.2817,-0.9653
-1.1045,-0.2866,-0.9673
-1.1074,-0.293,-0.9697
-1.1104,-0.3003,-0.9692
-1.1138,-0.3066,-0.9678
-1.1167,-0.314,-0.9663
-1.1206,-0.3218,-0.9653
-1.1245,-0.3301,-0.9624
-1.1279,-0.3403,-0.9604
-1.1304,-0.3521,-0.959
-1.1318,-0.3647,-0.9575
-1.1328,-0.3765,-0.9575
-1.1333,-0.3906,-0.9565
-1.1318,-0.4077,-0.9565
-1.1304,-0.4263,-0.9551
-1.1294,-0.4453,-0.9541
-1.1274,-0.4658,-0.9536
-1.1226,-0.4878,-0.9546
-1.1167,-0.5117,-0.9546
-1.1079,-0.5361,-0.9536
-1.0967,-0.5615,-0.9531
-1.0825,-0.5889,-0.9512
-1.0649,-0.6177,-0.9473
-1.043,-0.6475,-0.9419
-1.0176,-0.6768,-0.9351
-0.9897,-0.7051,-0.9263
-0.9609,-0.7324,-0.9155
-0.9312,-0.7583,-0.9062
-0.8999,-0.7812,-0.8979
-0.8657,-0.8022,-0.8926
-0.8306,-0.8208,-0.8887
-0.7964,-0.8354,-0.8857
-0.7642,-0.8477,-0.8843
-0.7329,-0.856,-0.8823
-0.7026,-0.8623,-0.8804
-0.6748,-0.8657,-0.8789
-0.6484,-0.8667,-0.8784
-0.623,-0.8647,-0.8784
-0.5996,-0.8608,-0.8789
-0.5786,-0.8545,-0.8799
-0.5576,-0.8472,-0.8799
-0.5376,-0.8398,-0.8789
-0.5171,-0.8325,-0.877
-0.4961,-0.8252,-0.877
-0.4771,-0.8184,-0.877
-0.46,-0.811,-0.8784
-0.4434,-0.8042,-0.8809
-0.4272,-0.7964,-0.8833
-0.4116,-0.7881,-0.8872
-0.3979,-0.7808,-0.8921
-0.3843,-0.7749,-0.897
-0.3711,-0.771,-0.9014
-0.3604,-0.7671,-0.9048
-0.3491,-0.7622,-0.9072
-0.3389,-0.7573,-0.9077
-0.3296,-0.7539,-0.9082
-0.3213,-0.75,-0.9082
-0.3145,-0.7451,-0.9077
-0.3076,-0.7407,-0.9058
-0.2993,-0.7363,-0.9023
-0.2915,-0.7319,-0.8994
-0.2827,-0.7285,-0.8965
-0.2725,-0.7251,-0.8945
-0.2627,-0.7212,-0.894
-0.2539,-0.7163,-0.8945
-0.2446,-0.7114,-0.8965
-0.2354,-0.7056,-0.8994
-0.2256,-0.7002,-0.9033
-0.2163,-0.6938,-0.9067
-0.207,-0.6875,-0.9097
-0.1982,-0.6807,-0.9126
-0.1904,-0.6743,-0.9146
-0.1821,-0.668,-0.917
-0.1733,-0.6621,-0.9209
-0.1655,-0.6567,-0.9248
-0.1562,-0.6519,-0.9282
-0.146,-0.6479,-0.9316
-0.1357,-0.6436,-0.9331
-0.1255,-0.6396,-0.9341
-0.1157,-0.6348,-0.9355
-0.1064,-0.6313,-0.9365
-0.0967,-0.6284,-0.9385
-0.0874,-0.6265,-0.9424
-0.0796,-0.6245,-0.9487
-0.0718,-0.6235,-0.9541
-0.064,-0.623,-0.96
-0.0571,-0.6226,-0.9673
-0.0503,-0.6216,-0.9756
-0.0425,-0.6221,-0.9844
-0.0352,-0.624,-0.9912
-0.0278,-0.626,-0.9966
-0.0205,-0.6304,-1.001
-0.0117,-0.6357,-1.0049
-0.0024,-0.6416,-1.0093
0.0054,-0.6465,-1.0132
0.0146,-0.6499,-1.0161
0.0239,-0.6523,-1.0195
0.0327,-0.6553,-1.022
0.042,-0.6597,-1.0249
0.0498,-0.6655,-1.0283
0.0562,-0.6699,-1.0322
0.063,-0.6743,-1.0361
0.0703,-0.6787,-1.0396
0.0771,-0.6826,-1.043
0.083,-0.686,-1.0444
0.0908,-0.687,-1.0469
0.1006,-0.6865,-1.0483
0.1099,-0.687,-1.0483
0.1191,-0.6865,-1.0469
0.1294,-0.6865,-1.0464
0.1411,-0.686,-1.0454
0.1538,-0.686,-1.0449
0.1685,-0.6851,-1.0435
0.1831,-0.6855,-1.0425
0.1987,-0.6865,-1.043
0.2129,-0.6865,-1.0435
0.2256,-0.6855,-1.0454
0.2383,-0.6826,-1.0479
0.2495,-0.6807,-1.0498
0.2612,-0.6787,-1.0537
0.2725,-0.6753,-1.0571
0.2852,-0.6709,-1.0601
0.2974,-0.666,-1.0605
0.3086,-0.6602,-1.0615
0.3213,-0.6528,-1.0615
0.3345,-0.645,-1.0615
0.3477,-0.6367,-1.061
0.3599,-0.6289,-1.0586
0.3735,-0.6216,-1.0571
0.3857,-0.6128,-1.0581
0.3965,-0.6035,-1.0576
0.4062,-0.5933,-1.0576
0.4146,-0.5825,-1.0571
